Plaatsnaam,Provincie,Land,url_akkoord,docpdf,doctxt,Latitude,Longitude
Doetinchem,Gelderland,Nederland,http://www.documentcloud.org/documents/2684977-079-Doetinchem-Coalitieakkoord-2014-2018-Agenda.html,https://assets.documentcloud.org/documents/2684977/079-Doetinchem-Coalitieakkoord-2014-2018-Agenda.pdf,https://assets.documentcloud.org/documents/2684977/079-Doetinchem-Coalitieakkoord-2014-2018-Agenda.txt,51.964699,6.293774
Dongen,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2684983-080-Dongen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2684983/080-Dongen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2684983/080-Dongen-Coalitieakkoord-2014-2018.txt,51.62871,4.938239
Dongeradeel,Friesland,Nederland,http://www.documentcloud.org/documents/2684985-081-Dongeradeel-Coalitieakkoord-2014-Def.html,https://assets.documentcloud.org/documents/2684985/081-Dongeradeel-Coalitieakkoord-2014-Def.pdf,https://assets.documentcloud.org/documents/2684985/081-Dongeradeel-Coalitieakkoord-2014-Def.txt,53.324884,5.996639
Dordrecht,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2684988-082-Dordrecht-Poltieke-Akkoord-2014-2018.html,https://assets.documentcloud.org/documents/2684988/082-Dordrecht-Poltieke-Akkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2684988/082-Dordrecht-Poltieke-Akkoord-2014-2018.txt,51.813298,4.690093
Drechterland,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2684990-083-Drechterland-Collegeprogramma-Drechterland.html,https://assets.documentcloud.org/documents/2684990/083-Drechterland-Collegeprogramma-Drechterland.pdf,https://assets.documentcloud.org/documents/2684990/083-Drechterland-Collegeprogramma-Drechterland.txt,52.653307,5.183589
Drimmelen,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2684997-084-Drimmelen-Coalitieprogramma-16-4-2014.html,https://assets.documentcloud.org/documents/2684997/084-Drimmelen-Coalitieprogramma-16-4-2014.pdf,https://assets.documentcloud.org/documents/2684997/084-Drimmelen-Coalitieprogramma-16-4-2014.txt,51.708552,4.80349
Dronten,Flevoland,Nederland,http://www.documentcloud.org/documents/2684998-085-Dronten-Coalitieakkoord-Dronten-2014-2018.html,https://assets.documentcloud.org/documents/2684998/085-Dronten-Coalitieakkoord-Dronten-2014-2018.pdf,https://assets.documentcloud.org/documents/2684998/085-Dronten-Coalitieakkoord-Dronten-2014-2018.txt,52.534682,5.721809
Druten,Gelderland,Nederland,http://www.documentcloud.org/documents/2684999-086-Druten-Hoofdlijnen-Beleid-2014-2018.html,https://assets.documentcloud.org/documents/2684999/086-Druten-Hoofdlijnen-Beleid-2014-2018.pdf,https://assets.documentcloud.org/documents/2684999/086-Druten-Hoofdlijnen-Beleid-2014-2018.txt,51.894084,5.594272
Duiven,Gelderland,Nederland,http://www.documentcloud.org/documents/2685000-087-Duiven-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685000/087-Duiven-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685000/087-Duiven-Coalitieakkoord-2014-2018.txt,51.947458,6.01795
Echt-Susteren,Limburg,Nederland,http://www.documentcloud.org/documents/2685001-088-Echt-Susteren-Akkoord-Over-Het.html,https://assets.documentcloud.org/documents/2685001/088-Echt-Susteren-Akkoord-Over-Het.pdf,https://assets.documentcloud.org/documents/2685001/088-Echt-Susteren-Akkoord-Over-Het.txt,51.093224,5.907364
Edam-Volendam,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685002-089-EdamVolendam-Coalitie-Akkoord-2014-2016.html,https://assets.documentcloud.org/documents/2685002/089-EdamVolendam-Coalitie-Akkoord-2014-2016.pdf,https://assets.documentcloud.org/documents/2685002/089-EdamVolendam-Coalitie-Akkoord-2014-2016.txt,52.504541,5.045998
Ede,Gelderland,Nederland,http://www.documentcloud.org/documents/2685003-090-Ede-Convenant-2014-2018.html,https://assets.documentcloud.org/documents/2685003/090-Ede-Convenant-2014-2018.pdf,https://assets.documentcloud.org/documents/2685003/090-Ede-Convenant-2014-2018.txt,52.040168,5.664859
Eemnes,Utrecht,Nederland,http://www.documentcloud.org/documents/2685004-091-Eemnes-Coalitie-Akkoord-2014-2018-Eemnes-in.html,https://assets.documentcloud.org/documents/2685004/091-Eemnes-Coalitie-Akkoord-2014-2018-Eemnes-in.pdf,https://assets.documentcloud.org/documents/2685004/091-Eemnes-Coalitie-Akkoord-2014-2018-Eemnes-in.txt,52.253746,5.261275
Eemsmond,Groningen,Nederland,http://www.documentcloud.org/documents/2685005-092-Eemsmond-Coalitieakkoord-2014-2018-GBE-SP.html,https://assets.documentcloud.org/documents/2685005/092-Eemsmond-Coalitieakkoord-2014-2018-GBE-SP.pdf,https://assets.documentcloud.org/documents/2685005/092-Eemsmond-Coalitieakkoord-2014-2018-GBE-SP.txt,53.400344,6.64841
Eersel,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685006-093-Eersel-Coalitie-Akkoord-CDA-D66-PvdA.html,https://assets.documentcloud.org/documents/2685006/093-Eersel-Coalitie-Akkoord-CDA-D66-PvdA.pdf,https://assets.documentcloud.org/documents/2685006/093-Eersel-Coalitie-Akkoord-CDA-D66-PvdA.txt,51.357808,5.315912
Eijsden-Margraten,Limburg,Nederland,http://www.documentcloud.org/documents/2685007-094-Eijsden-Margrathen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685007/094-Eijsden-Margrathen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685007/094-Eijsden-Margrathen-Coalitieakkoord-2014-2018.txt,50.777342,5.707752
Eindhoven,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685008-095-Eindhoven-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685008/095-Eindhoven-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685008/095-Eindhoven-Coalitieakkoord-2014-2018.txt,51.441642,5.469722
Elburg,Gelderland,Nederland,http://www.documentcloud.org/documents/2685009-096-Elburg-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685009/096-Elburg-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685009/096-Elburg-Coalitieakkoord-2014-2018.txt,52.449263,5.834519
Emmen,Drenthe,Nederland,http://www.documentcloud.org/documents/2685010-097-Emmen-DEF-BESTUURSAKKOORD-2014-2018-WEB.html,https://assets.documentcloud.org/documents/2685010/097-Emmen-DEF-BESTUURSAKKOORD-2014-2018-WEB.pdf,https://assets.documentcloud.org/documents/2685010/097-Emmen-DEF-BESTUURSAKKOORD-2014-2018-WEB.txt,52.785804,6.897585
Enkhuizen,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685011-098-Enkhuizen-Coalitieakkoord-2014-2018-SP-CDA.html,https://assets.documentcloud.org/documents/2685011/098-Enkhuizen-Coalitieakkoord-2014-2018-SP-CDA.pdf,https://assets.documentcloud.org/documents/2685011/098-Enkhuizen-Coalitieakkoord-2014-2018-SP-CDA.txt,52.715385,5.284683
Enschede,Overijssel,Nederland,http://www.documentcloud.org/documents/2685012-099-Enschede-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685012/099-Enschede-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685012/099-Enschede-Coalitieakkoord-2014-2018.txt,52.221537,6.893662
Epe,Gelderland,Nederland,http://www.documentcloud.org/documents/2685013-100-Epe-Coalitieakkoord-2014-2018-Samen-Zorgen.html,https://assets.documentcloud.org/documents/2685013/100-Epe-Coalitieakkoord-2014-2018-Samen-Zorgen.pdf,https://assets.documentcloud.org/documents/2685013/100-Epe-Coalitieakkoord-2014-2018-Samen-Zorgen.txt,52.345017,5.983654
Ermelo,Gelderland,Nederland,http://www.documentcloud.org/documents/2685014-101-Ermelo-Coalitieakkoord-2014-2018-14030834.html,https://assets.documentcloud.org/documents/2685014/101-Ermelo-Coalitieakkoord-2014-2018-14030834.pdf,https://assets.documentcloud.org/documents/2685014/101-Ermelo-Coalitieakkoord-2014-2018-14030834.txt,52.298666,5.629619
Etten-Leur,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685015-102-Etten-Leur-Concept-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685015/102-Etten-Leur-Concept-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685015/102-Etten-Leur-Concept-Raadsprogramma-2014-2018.txt,51.586886,4.667138
Ferwerderadiel,Friesland,Nederland,http://www.documentcloud.org/documents/2685016-103-Ferwerderadiel-Raadsprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685016/103-Ferwerderadiel-Raadsprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685016/103-Ferwerderadiel-Raadsprogramma-2014-2018.txt,53.337834,5.823835
Franekeradeel,Friesland,Nederland,http://www.documentcloud.org/documents/2685017-104-Franekeradeel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685017/104-Franekeradeel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685017/104-Franekeradeel-Coalitieakkoord-2014-2018.txt,53.197284,5.539564
De Fryske Marren,Friesland,Nederland,http://www.documentcloud.org/documents/2685018-105-Friese-Meren-Coalitieakkoord-2014-2018-1.html,https://assets.documentcloud.org/documents/2685018/105-Friese-Meren-Coalitieakkoord-2014-2018-1.pdf,https://assets.documentcloud.org/documents/2685018/105-Friese-Meren-Coalitieakkoord-2014-2018-1.txt,FAILED,FAILED
Geertruidenberg,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685019-106-Geertruidenberg-Coalitieovereenkomst-2014-2018.html,https://assets.documentcloud.org/documents/2685019/106-Geertruidenberg-Coalitieovereenkomst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685019/106-Geertruidenberg-Coalitieovereenkomst-2014-2018.txt,51.702366,4.849978
Geldermalsen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685020-107-Geldermalsen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685020/107-Geldermalsen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685020/107-Geldermalsen-Coalitieakkoord-2014-2018.txt,51.882004,5.291087
Geldrop-Mierlo,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685021-108-Geldrop-Mierlo-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685021/108-Geldrop-Mierlo-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685021/108-Geldrop-Mierlo-Coalitieprogramma-2014-2018.txt,51.432447,5.58297
Gemert-Bakel,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685022-109-Gemert-Bakel-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685022/109-Gemert-Bakel-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685022/109-Gemert-Bakel-Coalitieakkoord-2014-2018.txt,51.522342,5.735991
Gennep,Limburg,Nederland,http://www.documentcloud.org/documents/2685023-110-Gennep-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685023/110-Gennep-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685023/110-Gennep-Coalitieakkoord-2014-2018.txt,51.697855,5.972675
Giessenlanden,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685024-111-Giessenlanden-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685024/111-Giessenlanden-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685024/111-Giessenlanden-Coalitieakkoord-2014-2018.txt,51.865736,4.924345
Gilze en Rijen,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685025-112-Gilze-en-Rijen-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685025/112-Gilze-en-Rijen-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685025/112-Gilze-en-Rijen-Coalitieprogramma-2014-2018.txt,51.559855,4.909254
Goeree-Overflakkee,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685026-113-Goeree-Overflakkee-Coalitieakkoord-2013-2018.html,https://assets.documentcloud.org/documents/2685026/113-Goeree-Overflakkee-Coalitieakkoord-2013-2018.pdf,https://assets.documentcloud.org/documents/2685026/113-Goeree-Overflakkee-Coalitieakkoord-2013-2018.txt,51.759197,4.116981
Goes,Zeeland,Nederland,http://www.documentcloud.org/documents/2685027-114-Goes-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685027/114-Goes-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685027/114-Goes-Collegeprogramma-2014-2018.txt,51.504646,3.89113
Goirle,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685028-115-Goirle-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685028/115-Goirle-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685028/115-Goirle-Bestuursakkoord-2014-2018.txt,51.523677,5.064195
Gorinchem,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685029-116-Gorinchem-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685029/116-Gorinchem-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685029/116-Gorinchem-Coalitieakkoord-2014-2018.txt,51.837225,4.975829
Gouda,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685030-117-Gouda-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685030/117-Gouda-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685030/117-Gouda-Coalitieakkoord-2014-2018.txt,52.011521,4.710463
Grave,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685031-118-Grave-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685031/118-Grave-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685031/118-Grave-Bestuursakkoord-2014-2018.txt,51.758925,5.738358
's-Gravenhage,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685032-119-Den-Haag-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685032/119-Den-Haag-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685032/119-Den-Haag-Coalitieakkoord-2014-2018.txt,52.070498,4.3007
Groesbeek,Gelderland,Nederland,http://www.documentcloud.org/documents/2685033-120-Groesbeek-Programma-2015-2018.html,https://assets.documentcloud.org/documents/2685033/120-Groesbeek-Programma-2015-2018.pdf,https://assets.documentcloud.org/documents/2685033/120-Groesbeek-Programma-2015-2018.txt,51.778432,5.934799
Groningen,Groningen,Nederland,http://www.documentcloud.org/documents/2685035-121-Groningen-Coalitieakkoord-2014-2018-2.html,https://assets.documentcloud.org/documents/2685035/121-Groningen-Coalitieakkoord-2014-2018-2.pdf,https://assets.documentcloud.org/documents/2685035/121-Groningen-Coalitieakkoord-2014-2018-2.txt,53.219384,6.566502
Grootegast,Groningen,Nederland,http://www.documentcloud.org/documents/2685036-122-Grootegast-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685036/122-Grootegast-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685036/122-Grootegast-Coalitieakkoord-2014-2018.txt,53.211132,6.274589
Gulpen-Wittem,Limburg,Nederland,http://www.documentcloud.org/documents/2685037-123-Gulpen-Wittem-Coalitieprogramma-FF-CDA-2014.html,https://assets.documentcloud.org/documents/2685037/123-Gulpen-Wittem-Coalitieprogramma-FF-CDA-2014.pdf,https://assets.documentcloud.org/documents/2685037/123-Gulpen-Wittem-Coalitieprogramma-FF-CDA-2014.txt,50.800934,5.897288
Haaksbergen,Overijssel,Nederland,http://www.documentcloud.org/documents/2685038-124-Haaksbergen-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685038/124-Haaksbergen-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685038/124-Haaksbergen-Coalitieprogramma-2014-2018.txt,52.158151,6.74734
Haaren,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685039-125-Haaren-Bestuursakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685039/125-Haaren-Bestuursakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685039/125-Haaren-Bestuursakkoord-2014-2018.txt,51.602133,5.226712
Haarlem,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685040-126-Haarlem-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685040/126-Haarlem-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685040/126-Haarlem-Coalitieprogramma-2014-2018.txt,52.387388,4.646219
Haarlemmerliede en Spaarnwoude,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685041-127-Haarlemmerliede-en-Spaarnwoude.html,https://assets.documentcloud.org/documents/2685041/127-Haarlemmerliede-en-Spaarnwoude.pdf,https://assets.documentcloud.org/documents/2685041/127-Haarlemmerliede-en-Spaarnwoude.txt,52.414352,4.692848
Haarlemmermeer,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685042-128-Haarlemmermeer-Onderhandelaarsakkoord-2014.html,https://assets.documentcloud.org/documents/2685042/128-Haarlemmermeer-Onderhandelaarsakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685042/128-Haarlemmermeer-Onderhandelaarsakkoord-2014.txt,52.300378,4.674359
Halderberge,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685043-129-Halderberge-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685043/129-Halderberge-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685043/129-Halderberge-Coalitieakkoord-2014-2018.txt,51.586263,4.513956
Hardenberg,Overijssel,Nederland,http://www.documentcloud.org/documents/2685044-130-Hardenberg-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685044/130-Hardenberg-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685044/130-Hardenberg-Collegeprogramma-2014-2018.txt,52.575408,6.616695
Harderwijk,Gelderland,Nederland,http://www.documentcloud.org/documents/2685045-131-Harderwijk-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685045/131-Harderwijk-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685045/131-Harderwijk-Coalitieakkoord-2014-2018.txt,52.342203,5.636742
Hardinxveld-Giessendam,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685046-132-Hardinxveld-Giessendam-Coalitieprogramma.html,https://assets.documentcloud.org/documents/2685046/132-Hardinxveld-Giessendam-Coalitieprogramma.pdf,https://assets.documentcloud.org/documents/2685046/132-Hardinxveld-Giessendam-Coalitieprogramma.txt,51.83243,4.833641
Haren,Groningen,Nederland,http://www.documentcloud.org/documents/2685047-133-Haren-Akkoord-2014-2018-Richting-Geven.html,https://assets.documentcloud.org/documents/2685047/133-Haren-Akkoord-2014-2018-Richting-Geven.pdf,https://assets.documentcloud.org/documents/2685047/133-Haren-Akkoord-2014-2018-Richting-Geven.txt,53.171826,6.605243
Harlingen,Friesland,Nederland,http://www.documentcloud.org/documents/2685048-134-Harlingen-Coalitie-Programma-2014-2018.html,https://assets.documentcloud.org/documents/2685048/134-Harlingen-Coalitie-Programma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685048/134-Harlingen-Coalitie-Programma-2014-2018.txt,53.174638,5.425152
Hattem,Gelderland,Nederland,http://www.documentcloud.org/documents/2685049-135-Hattem-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685049/135-Hattem-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685049/135-Hattem-Coalitieakkoord-2014-2018.txt,52.473931,6.068176
Heemskerk,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685050-136-Heemskerk-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685050/136-Heemskerk-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685050/136-Heemskerk-Coalitieprogramma-2014-2018.txt,52.514146,4.682137
Heemstede,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685051-137-Heemstede-Collegeakkoord-2014.html,https://assets.documentcloud.org/documents/2685051/137-Heemstede-Collegeakkoord-2014.pdf,https://assets.documentcloud.org/documents/2685051/137-Heemstede-Collegeakkoord-2014.txt,52.351063,4.6203
Heerde,Gelderland,Nederland,http://www.documentcloud.org/documents/2685052-138-Heerde-Collegeprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685052/138-Heerde-Collegeprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685052/138-Heerde-Collegeprogramma-2014-2018.txt,52.390918,6.049638
Heerenveen,Friesland,Nederland,http://www.documentcloud.org/documents/2685053-139-Heerenveen-Hoofdlijnenakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685053/139-Heerenveen-Hoofdlijnenakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685053/139-Heerenveen-Hoofdlijnenakkoord-2014-2018.txt,52.960561,5.920522
Heerhugowaard,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685054-140-Heerhugowaard-COALITIEAKKOORD-2014-2018.html,https://assets.documentcloud.org/documents/2685054/140-Heerhugowaard-COALITIEAKKOORD-2014-2018.pdf,https://assets.documentcloud.org/documents/2685054/140-Heerhugowaard-COALITIEAKKOORD-2014-2018.txt,52.662677,4.832477
Heerlen,Limburg,Nederland,http://www.documentcloud.org/documents/2685055-141-Heerlen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685055/141-Heerlen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685055/141-Heerlen-Coalitieakkoord-2014-2018.txt,50.888174,5.979499
Heeze-Leende,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685056-142-Heeze-Leende-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685056/142-Heeze-Leende-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685056/142-Heeze-Leende-Coalitieakkoord-2014-2018.txt,51.350606,5.61185
Heiloo,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685057-143-Heiloo-Coalitieovereenkomst-2014-2018.html,https://assets.documentcloud.org/documents/2685057/143-Heiloo-Coalitieovereenkomst-2014-2018.pdf,https://assets.documentcloud.org/documents/2685057/143-Heiloo-Coalitieovereenkomst-2014-2018.txt,52.601234,4.700493
Den Helder,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685058-144-Den-Helder-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685058/144-Den-Helder-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685058/144-Den-Helder-Coalitieakkoord-2014-2018.txt,52.956281,4.760797
Hellendoorn,Overijssel,Nederland,http://www.documentcloud.org/documents/2685059-145-Hellendoorn-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685059/145-Hellendoorn-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685059/145-Hellendoorn-Coalitieakkoord-2014-2018.txt,52.387045,6.454295
Hellevoetsluis,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685060-146-Hellevoetsluis-Samenwerkingsdocument.html,https://assets.documentcloud.org/documents/2685060/146-Hellevoetsluis-Samenwerkingsdocument.pdf,https://assets.documentcloud.org/documents/2685060/146-Hellevoetsluis-Samenwerkingsdocument.txt,51.831863,4.13181
Helmond,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685062-147-Helmond-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685062/147-Helmond-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685062/147-Helmond-Coalitieakkoord-2014-2018.txt,51.479255,5.65701
Hendrik-Ido-Ambacht,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685063-148-Hendrik-Ido-Ambacht-Coalitieprogramma-2014.html,https://assets.documentcloud.org/documents/2685063/148-Hendrik-Ido-Ambacht-Coalitieprogramma-2014.pdf,https://assets.documentcloud.org/documents/2685063/148-Hendrik-Ido-Ambacht-Coalitieprogramma-2014.txt,51.842397,4.639506
Hengelo,Overijssel,Nederland,http://www.documentcloud.org/documents/2685064-149-Hengelo-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685064/149-Hengelo-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685064/149-Hengelo-Coalitieakkoord-2014-2018.txt,52.257412,6.792772
's-Hertogenbosch,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685065-150-s-Hertogenbosch-Bestuursakkoord-2015-2018.html,https://assets.documentcloud.org/documents/2685065/150-s-Hertogenbosch-Bestuursakkoord-2015-2018.pdf,https://assets.documentcloud.org/documents/2685065/150-s-Hertogenbosch-Bestuursakkoord-2015-2018.txt,51.697816,5.303675
Heumen,Gelderland,Nederland,http://www.documentcloud.org/documents/2685066-151-Heumen-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685066/151-Heumen-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685066/151-Heumen-Coalitieakkoord-2014-2018.txt,51.764532,5.84315
Heusden,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685067-152-Heusden-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685067/152-Heusden-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685067/152-Heusden-Coalitieprogramma-2014-2018.txt,51.728584,5.160875
Hillegom,Zuid-Holland,Nederland,http://www.documentcloud.org/documents/2685068-153-Hillegom-Coalitieakkoord-2014-2018-BBH-CDA.html,https://assets.documentcloud.org/documents/2685068/153-Hillegom-Coalitieakkoord-2014-2018-BBH-CDA.pdf,https://assets.documentcloud.org/documents/2685068/153-Hillegom-Coalitieakkoord-2014-2018-BBH-CDA.txt,52.295626,4.579176
Hilvarenbeek,Noord-Brabant,Nederland,http://www.documentcloud.org/documents/2685069-154-Hilvarenbeek-Coalitieprogramma-2014-2018.html,https://assets.documentcloud.org/documents/2685069/154-Hilvarenbeek-Coalitieprogramma-2014-2018.pdf,https://assets.documentcloud.org/documents/2685069/154-Hilvarenbeek-Coalitieprogramma-2014-2018.txt,51.485683,5.138406
Hilversum,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685070-155-Hilversum-Coalitieakkoord-Draagvlak-en.html,https://assets.documentcloud.org/documents/2685070/155-Hilversum-Coalitieakkoord-Draagvlak-en.pdf,https://assets.documentcloud.org/documents/2685070/155-Hilversum-Coalitieakkoord-Draagvlak-en.txt,52.22917,5.166897
Hof van Twente,Overijssel,Nederland,http://www.documentcloud.org/documents/2685071-156-Hof-Van-Twente-Coalitieakkoord-CDA-VVD-2014.html,https://assets.documentcloud.org/documents/2685071/156-Hof-Van-Twente-Coalitieakkoord-CDA-VVD-2014.pdf,https://assets.documentcloud.org/documents/2685071/156-Hof-Van-Twente-Coalitieakkoord-CDA-VVD-2014.txt,52.241427,6.591555
Hollands Kroon,Noord-Holland,Nederland,http://www.documentcloud.org/documents/2685072-157-Hollands-Kroon-Coalitieakkoord-2014-2018.html,https://assets.documentcloud.org/documents/2685072/157-Hollands-Kroon-Coalitieakkoord-2014-2018.pdf,https://assets.documentcloud.org/documents/2685072/157-Hollands-Kroon-Coalitieakkoord-2014-2018.txt,52.811859,5.00119
