X,Y,gml_id,datum,tijd,identificatieNummeraanduiding,identificatieAdresseerbaarObject,straatnaam,huisnummer,postcode,plaats,activiteitCode,activiteitOmschrijving,huisletter
218374.958,451731.284,V_000023714441_8411,20111102,94229308,1876200000014192,1876010001014192,Iekink,13,7255XR,Hengelo (Gld),8411,Algemeen overheidsbestuur,
210233.789,453911.579,V_000023714468_8411,20111102,94229308,1876200000444126,1876010001017582,Dr. Alfons Ariënsstraat,33,7221CA,Steenderen,8411,Algemeen overheidsbestuur,B
206898.3,465043.0,V_000023714425_8411,20111102,94229308,285200000100085,285010000100822,Wilhelminaweg,22,7383CA,Voorst,8411,Algemeen overheidsbestuur,A
193496.259,467939.611,V_000023714433_8411,20111102,94229308,200200000072239,200010000089488,Hoenderparkweg,8,7335GT,Apeldoorn,8411,Algemeen overheidsbestuur,
113134.885,400007.693,V_000010187634_8411,11111111,120150111,758200000016475,758010000065693,Claudius Prinsenlaan,10,4811DJ,Breda,8411,Algemeen overheidsbestuur,
30679.144,389718.181,V_000024367818_85592,20120208,91958649,687200000003609,687010000003609,Grevelingenstraat,16,4335XG,Middelburg,85592,Bedrijfsopleiding en -training,
30679.144,389718.181,V_000024367818_86922,20120208,91958649,687200000003609,687010000003609,Grevelingenstraat,16,4335XG,Middelburg,86922,Arbobegeleiding en reïntegratie,
31038.873,386428.361,V_000024367834_86922,20120208,91958649,718200000014533,718010000014435,Poortersweg,27,4382NP,Vlissingen,86922,Arbobegeleiding en reïntegratie,
29663.286,386374.155,V_000024367826_86922,20120208,91958649,718200000013053,718010000012976,Mercuriusweg,19,4382NC,Vlissingen,86922,Arbobegeleiding en reïntegratie,
29663.286,386374.155,V_000024367826_85592,20120208,91958649,718200000013053,718010000012976,Mercuriusweg,19,4382NC,Vlissingen,85592,Bedrijfsopleiding en -training,
31038.873,386428.361,V_000024367834_85592,20120208,91958649,718200000014533,718010000014435,Poortersweg,27,4382NP,Vlissingen,85592,Bedrijfsopleiding en -training,
111678.317,481459.574,V_000024420069_8425,20120215,150805138,394200001003738,394010001003600,Sloterweg,515,1171VG,Badhoevedorp,8425,Brandweer,
111678.317,481459.574,V_000024420069_85592,20120215,150805138,394200001003738,394010001003600,Sloterweg,515,1171VG,Badhoevedorp,85592,Bedrijfsopleiding en -training,
119219,490856,V_000024420050_8425,20120215,150805138,363200000500792,363010001027932,Pier Afrika,8,1013BK,Amsterdam,8425,Brandweer,
122592,484982,V_000024420042_8425,20120215,150805138,363200000479228,363010000994595,Weesperzijde,99,1091EL,Amsterdam,8425,Brandweer,A
176153.97,317507.86,V_000000237043_8542,20100611,122812523,935200000004885,935010000004885,Bouillonstraat,8,6211LH,Maastricht,8542,Universitair hoger onderwijs,
176271.72,317487.12,V_000000237051_8542,20100611,122812523,935200000004498,935010000004498,Lenculenstraat,14,6211KR,Maastricht,8542,Universitair hoger onderwijs,
175933.05,317302.63,V_000000237094_8542,20100611,122812523,935200000004958,935010000004958,Tongersestraat,53,6211LM,Maastricht,8542,Universitair hoger onderwijs,
176013.5,317824.2,V_000000237108_8542,20100611,122812523,935200000008496,935010000008496,Grote Gracht,90,6211SZ,Maastricht,8542,Universitair hoger onderwijs,
176291.69,317558.55,V_000000237078_8542,20100611,122812523,935200000004608,935010000004608,Kapoenstraat,2,6211KW,Maastricht,8542,Universitair hoger onderwijs,
176148.49,317381.11,V_000000237086_8542,20100611,122812523,935200000004438,935010000004438,Bonnefantenstraat,2,6211KL,Maastricht,8542,Universitair hoger onderwijs,
176321.48,317290.47,V_000000237140_8542,20100611,122812523,935200000003937,935010000003937,Grote Looiersstraat,17,6211JH,Maastricht,8542,Universitair hoger onderwijs,
176184.46,317543.12,V_000000237116_8542,20100611,122812523,935200000004866,935010000004866,Bouillonstraat,1,6211LH,Maastricht,8542,Universitair hoger onderwijs,
176074.23,317519.7,V_000000237175_8542,20100611,122812523,935200000004900,935010000004900,Minderbroedersberg,4,6211LK,Maastricht,8542,Universitair hoger onderwijs,
177570.9,316502.0,V_000000237159_8542,20100611,122812523,935200000070402,935010000070402,Randwycksingel,22,6229EE,Maastricht,8542,Universitair hoger onderwijs,
178226.752,316196.596,V_000000237167_8542,20100611,122812523,935200000070667,935010000070667,Universiteitssingel,40,6229ER,Maastricht,8542,Universitair hoger onderwijs,
124988.97,442703.25,V_000000260770_8411,20100527,152201910,331200000267321,331010000267322,Raadhuisplein,1,3411CH,Lopik,8411,Algemeen overheidsbestuur,
176248.67,317204.72,V_000000237124_8542,20100611,122812523,935200000004415,935010000004415,Zwingelput,4,6211KH,Maastricht,8542,Universitair hoger onderwijs,
217204.1,442011.71,V_000013286471_8411,11111111,120150111,222200000664115,222010000664116,Raadhuisstraat,2,7001EW,Doetinchem,8411,Algemeen overheidsbestuur,
112958.261,400808.26,V_000005499429_8411,11111111,120150111,758200000004128,758010000052073,Stationsplein,3,4811BB,Breda,8411,Algemeen overheidsbestuur,
234422,556838,V_000022158596_32991,20110304,145853790,106200000022898,106010000022898,Stationsplein,10,9401LB,Assen,32991,Sociale werkvoorziening,
142996.009,375276.147,V_000007032285_8412,11111111,120150111,1728200000085447,1728010000085447,Markt,21,5531BC,Bladel,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
232790.101,577883.101,V_000020711670_8411,20100927,154430769,17200000020210,17010000007913,Veenweg,46,9752XS,Haren Gn,8411,Algemeen overheidsbestuur,
82760.888,455363.877,V_000005499399_8411,11111111,120150111,518200000885774,518010000885775,Prinses Beatrixlaan,2,2595AL,'s-Gravenhage,8411,Algemeen overheidsbestuur,
203155.344,501830.705,V_000005499380_8411,11111111,120150111,193200000039092,193010000039092,Hanzelaan,310,8017JK,Zwolle,8411,Algemeen overheidsbestuur,
82537.51,455808.878,V_000009338241_8413,11111111,120150111,518200000689074,518010000689076,Bezuidenhoutseweg,60,2594AW,'s-Gravenhage,8413,Openbaar bestuur op het gebied van het bedrijfsleven,
80055.954,458087.153,V_000000236993_8413,20100611,123152720,518200000669524,518010000669525,Nieuwe Parklaan,72,2597LE,'s-Gravenhage,8413,Openbaar bestuur op het gebied van het bedrijfsleven,
193872.401,469807.481,V_000023713550_8411,20111102,85331644,200200000057515,200010000475413,Vosselmanstraat,203,7311CL,Apeldoorn,8411,Algemeen overheidsbestuur,
196287.107,466491.613,V_000023713569_8411,20111102,85331644,200200000071148,200010000224493,Wilmersdorf,44,7327AC,Apeldoorn,8411,Algemeen overheidsbestuur,C
195202,412702,V_000002482134_8412,11111111,120150111,907200000012424,907010000012424,Markt,1,6591BZ,Gennep,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
194819.508,468612.574,V_000023713534_8411,20111102,85331644,200200000045782,200010000174084,Reigersweg,101,7331TM,Apeldoorn,8411,Algemeen overheidsbestuur,
197004.647,467328.835,V_000023713542_8411,20111102,85331644,200200000004750,200010000020772,Beatrijsgaarde,2,7329BK,Apeldoorn,8411,Algemeen overheidsbestuur,
192423.739,466318.727,V_000023713526_8411,20111102,85331644,200200000016655,200010000474305,G.P. Duuringlaan,13,7339BS,Ugchelen,8411,Algemeen overheidsbestuur,
115380,486206,V_000021147795_84232,20101014,193351651,363200000488347,363010001011834,Meer en Vaart,284,1068LE,Amsterdam,84232,Ministerie van Justitie en gevangeniswezen,B
118958,487872,V_000021147752_8424,20101014,193351651,363200000413620,363010000559749,Admiraal De Ruijterweg,226,1055ML,Amsterdam,8424,Politie,
124556.877,482815.251,V_000021147779_8424,20101014,193351651,437200000005694,437010000004770,Rijksstraatweg,56,1115AT,Duivendrecht,8424,Politie,
210315.158,461629.842,V_000000139459_8411,20100603,161911556,301200000000046,301010000000046,'s Gravenhof,1,7201DN,Zutphen,8411,Algemeen overheidsbestuur,
195170,412735,V_000002482118_8412,11111111,120150111,907200000011024,907010000011024,Ellen Hoffmannplein,1,6591CP,Gennep,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
210282,461619,V_000000139467_8411,20100603,161911556,301200000000001,301010000000001,'s Gravenhof,2,7201DN,Zutphen,8411,Algemeen overheidsbestuur,
176968.347,539001.544,V_000021371393_8411,20101122,110055471,171200000035688,171010000035594,Gemaalweg,27,8313PR,Rutten,8411,Algemeen overheidsbestuur,
157169.239,501723.424,V_000021371369_8411,20101122,110055471,995200000747722,995010000747723,Oostvaardersdijk,34,8243PA,Lelystad,8411,Algemeen overheidsbestuur,
210149,461701,V_000000139351_8411,20100603,161911556,301200000016749,301010000016749,Waterstraat,33,7201HM,Zutphen,8411,Algemeen overheidsbestuur,
195573,411044,V_000002482142_8412,11111111,120150111,907200000012803,907010000012803,Paesplasweg,6,6591MH,Gennep,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
170915.418,407555.123,V_000001375512_8411,11111111,120150111,856200000380558,856010000380559,Markt,145,5401EJ,Uden,8411,Algemeen overheidsbestuur,
212713,461050,V_000000139343_8411,20100603,161911556,301200000023891,301010000023891,Dreiumme,43,7232CN,Warnsveld,8411,Algemeen overheidsbestuur,
0,0,V_000025544381_8411,20120829,150256121,307010000408914,307010000408914,Stadhuisplein,3,3811LM,Amersfoort,8411,Algemeen overheidsbestuur,
92946.9,451267.8,V_000009668748_8413,11111111,120150111,637200000244564,637010000244565,Louis Braillelaan,80,2719EK,Zoetermeer,8413,Openbaar bestuur op het gebied van het bedrijfsleven,
0,0,V_000011865342_8412,11111111,120150111,518010000484081,518010000484081,Lange Houtstraat,2,2511CW,'s-Gravenhage,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
195258,412814,V_000002482150_8412,11111111,120150111,907200000010685,907010000010685,De Genneper molen,13,6591CW,Gennep,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
154792.05,463172.16,V_000025544365_8411,20120829,150256121,307200000408911,307010000408914,Stadhuisplein,1,3811LM,Amersfoort,8411,Algemeen overheidsbestuur,
154738.9,462885.75,V_000025544373_8411,20120829,150256121,307200000400149,307010000400150,Stadsring,75,3811HN,Amersfoort,8411,Algemeen overheidsbestuur,
0,0,V_000011865237_8412,11111111,120150111,518010000692261,518010000692261,Binnenhof,19,2513AA,'s-Gravenhage,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
133556.466,482184.003,V_000013176951_8411,11111111,120150111,424200000016137,424010000008875,Het Anker,2,1398ES,Muiden,8411,Algemeen overheidsbestuur,
106406.742,502898.188,V_000008666660_85522,11111111,120150111,396200000017231,396010001016979,Kerklaan,1,1961GA,Heemskerk,85522,Kunstzinnige vorming van amateurs (geen dansscholen),
237295.799,445746.401,V_000021454167_32991,20101207,125701415,1586200000054618,1586010000039613,Galileïstraat,4,7131PE,Lichtenvoorde,32991,Sociale werkvoorziening,b
237648.714,447791.399,V_000021454205_32991,20101207,125701415,1586200000042228,1586010000032508,Papenweg,3,7137MV,Lievelde,32991,Sociale werkvoorziening,
236639.387,437322.172,V_000021454191_32991,20101207,125701415,197200000040768,197010000006221,Eerste Broekdijk,69,7122LD,Aalten,32991,Sociale werkvoorziening,
237307.62,445785.5,V_000021454175_32991,20101207,125701415,1586200000051988,1586010000027318,Galileïstraat,6,7131PE,Lichtenvoorde,32991,Sociale werkvoorziening,
62006,366447,V_000011203455_8411,11111111,120150111,677200000639745,677010000639746,Grote Markt,21,4561EA,Hulst,8411,Algemeen overheidsbestuur,
196166.965,394923.228,V_000020731205_32991,20100910,112348912,984200000020863,984010000309844,Smakterweg,19,5804AE,Venray,32991,Sociale werkvoorziening,
237389.474,445818.837,V_000021454213_32991,20101207,125701415,1586200000053733,1586010000027346,Albert Schweitzerstraat,13,7131PG,Lichtenvoorde,32991,Sociale werkvoorziening,
170405,486940,V_000021371024_8411,20101122,104420221,50200000363335,50010000363336,Harderdijk,9,3898LP,Zeewolde,8411,Algemeen overheidsbestuur,
92536.65,437527.28,V_000014741792_8411,11111111,120150111,599200000239721,599010000156729,Coolsingel,40,3011AD,Rotterdam,8411,Algemeen overheidsbestuur,
239196,491935,V_000006275028_8412,11111111,120150111,1700200000030364,1700010000003784,Manitobaplein,1,7671GS,Vriezenveen,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
93599.048,444063.743,V_000010437797_8412,11111111,120150111,1621200000024831,1621010000024831,Tobias Asserlaan,1,2662SB,Bergschenhoek,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
104910.2,454316.2,V_000007282354_8412,11111111,120150111,499200002031713,499010002024829,Raadhuisplein,1,2771EK,Boskoop,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
195800.573,484746.002,V_000023713828_8411,20111102,91000958,232200000005697,232010000005697,Markt,14,8161CL,Epe,8411,Algemeen overheidsbestuur,
199977.351,484226.848,V_000023713836_8411,20111102,91000958,232200000009435,232010000009435,Dorpsstraat,1,8167NK,Oene,8411,Algemeen overheidsbestuur,
195195.613,478432.522,V_000023713844_8411,20111102,91000958,232200000015253,232010000015253,Laan van Fasna,69,8171KH,Vaassen,8411,Algemeen overheidsbestuur,
203676.2,477236.7,V_000023713852_8411,20111102,91000958,285200000109020,285010000107681,Dorpsstraat,57,7396AL,Terwolde,8411,Algemeen overheidsbestuur,
140619.244,455314.716,V_000027413004_8542,20130530,101636766,344200000111119,344010000130296,Universiteitsweg,98,3584CG,Utrecht,8542,Universitair hoger onderwijs,
140290.512,455222.224,V_000027412997_8542,20130530,101636766,344200000045294,344010000041438,Heidelberglaan,2,3584CS,Utrecht,8542,Universitair hoger onderwijs,
136920.089,456194.61,V_000027413012_8542,20130530,101636766,344200000062034,344010000056295,Drift,15,3512BR,Utrecht,8542,Universitair hoger onderwijs,
139948.707,455523.162,V_000027412962_8542,20130530,101636766,344200000124841,344010000005102,Budapestlaan,6,3584CD,Utrecht,8542,Universitair hoger onderwijs,
140294.899,455159.517,V_000027412954_8542,20130530,101636766,344200000104912,344010000092742,Heidelberglaan,3,3584CS,Utrecht,8542,Universitair hoger onderwijs,
137087.577,455993.293,V_000027412989_8542,20130530,101636766,344200000068632,344010000064561,Kromme Nieuwegracht,46,3512HJ,Utrecht,8542,Universitair hoger onderwijs,
140921.069,454927.797,V_000027412970_8542,20130530,101636766,344200000001534,344010000114967,Yalelaan,7,3584CL,Utrecht,8542,Universitair hoger onderwijs,
140146.68,455218.026,V_000027413020_8542,20130530,101636766,344200000047387,344010000041566,Padualaan,14,3584CH,Utrecht,8542,Universitair hoger onderwijs,
230834,497643,V_000006275621_8425,11111111,120150111,1700200000025754,1700010000029670,Dorpsstraat,49,7683BH,Den Ham,8425,Brandweer,
234877,497232,V_000006275591_8425,11111111,120150111,1700200000032080,1700010000033677,Plantsoen,8,7681XN,Vroomshoop,8425,Brandweer,
41335,400846,V_000012081434_8411,11111111,120150111,1695200000012504,1695010000003728,Voorstraat,31,4491EV,Wissenkerke,8411,Algemeen overheidsbestuur,
260263.688,556997.438,V_000012525154_8411,11111111,120150111,37200000374349,37010000374349,Raadhuisplein,1,9501SZ,Stadskanaal,8411,Algemeen overheidsbestuur,
228181.16,486794.75,V_000013394037_8412,11111111,120150111,163200000561720,163010000561721,Willem-Alexanderstraat,7,7442MA,Nijverdal,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
81836.292,455039.962,V_000008953600_8412,11111111,120150111,518200000825392,518010000825393,Turfmarkt,104,2511DC,'s-Gravenhage,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
230143,528112,V_000019820410_32991,11111111,120150111,118200000248732,118010000018395,Dieselstraat,3,7903AR,Hoogeveen,32991,Sociale werkvoorziening,
158857.141,377829.359,V_000012079111_8425,11111111,120150111,866200000005314,866010000005314,Mgr. Bannenberglaan,36,5581AH,Waalre,8425,Brandweer,
158685.056,378626.284,V_000012079103_8411,11111111,120150111,866200000007556,866010000007556,Van Dijklaan,12,5581WG,Waalre,8411,Algemeen overheidsbestuur,
160871.018,378670.637,V_000012079065_8425,11111111,120150111,866200000004374,866010000004374,Kerkhoflaan,13,5582JH,Waalre,8425,Brandweer,
82282.75,455296.682,V_000006403131_8412,11111111,120150111,518200000368715,518010000368721,Prins Willem-Alexanderhof,20,2595BE,'s-Gravenhage,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
146842.915,424377.732,V_000005827256_32991,11111111,120150111,297200000012666,297010000012673,Unieweg,1,5301KS,Zaltbommel,32991,Sociale werkvoorziening,
0,0,V_000012079057_8411,11111111,120150111,866200000004675,866010000004675,Laan van Diepenvoorde,32,5582LA,Waalre,8411,Algemeen overheidsbestuur,
145763,423838,V_000021076723_8411,20100623,95526934,297200000006230,297010000006230,van Heemstraweg-west,11,5301PA,Zaltbommel,8411,Algemeen overheidsbestuur,a
157076.121,461903.734,V_000026321815_8411,20130102,105339096,327200000276186,327010000276187,Fokkerstraat,21,3833LD,Leusden,8411,Algemeen overheidsbestuur,
157955.28,381562.943,V_000026321807_8411,20130102,105339096,772200000080060,772010000789301,Hoevenweg,20,5652AW,Eindhoven,8411,Algemeen overheidsbestuur,
116449,489059,V_000026321831_8411,20130102,105339096,363200000448688,363010000589203,Naritaweg,150,1043CA,Amsterdam,8411,Algemeen overheidsbestuur,
90823.2,439098.44,V_000026321823_8411,20130102,105339096,599200000382173,599010000115770,Noorderbocht,25,3039MA,Rotterdam,8411,Algemeen overheidsbestuur,
109476.691,516741.269,V_000026321866_8411,20130102,105339096,361200000067223,361010000050819,Olympiaweg,28,1816MJ,Alkmaar,8411,Algemeen overheidsbestuur,
134412.31,459498.998,V_000026321858_8411,20130102,105339096,344200000152770,344010000095751,Mississippidreef,151,3565CE,Utrecht,8411,Algemeen overheidsbestuur,A
194414.674,469897.383,V_000026204746_8411,20121218,141211301,200200000083992,200010000142421,Marktplein,1,7311LG,Apeldoorn,8411,Algemeen overheidsbestuur,
157940.917,435843.871,V_000005827221_32991,11111111,120150111,281200000026918,281010000026919,Ampèrestraat,8,4004KB,Tiel,32991,Sociale werkvoorziening,f
82093.707,450590.112,V_000026321777_8411,20130102,105339096,603200000019482,603010000016802,Sir Winston Churchillln,297,2288DC,Rijswijk,8411,Algemeen overheidsbestuur,
82151.923,450313.944,V_000026321785_8411,20130102,105339096,603200000031118,603010000026788,Lange Kleiweg,30,2288GK,Rijswijk,8411,Algemeen overheidsbestuur,
189184.092,440284.143,V_000026321793_8411,20130102,105339096,202200000285925,202010000285926,Hazenkamp,10,6836BA,Arnhem,8411,Algemeen overheidsbestuur,
107149,492008,V_000025390007_8425,20120730,101310162,393200000002271,393010000000532,Ringweg,40,2064KK,Spaarndam,8425,Brandweer,
104006.446,475708.145,V_000025390015_8425,20120730,101310162,394200000006194,394010000301424,Noorderdreef,76,2153LL,Nieuw-Vennep,8425,Brandweer,
104909.2,497171.4,V_000025390090_8425,20120730,101310162,453200000015822,453010001015822,'s Gravenlust,35,1981AE,Velsen-Zuid,8425,Brandweer,
106414.676,481192.642,V_000025390104_8425,20120730,101310162,394200000024486,394010000333402,Adrianahoeve,2,2131MN,Hoofddorp,8425,Brandweer,
111478.234,487839.334,V_000025390120_8425,20120730,101310162,394200000013156,394010000306731,Dennenlaan,110,1161CT,Zwanenburg,8425,Brandweer,
106675.66,502647.122,V_000025390058_8425,20120730,101310162,396200000004862,396010001004560,ten Katestraat,11,1962TD,Heemskerk,8425,Brandweer,
99276.873,474922.169,V_000025390066_8425,20120730,101310162,394200000004776,394010000314515,Veenwortelstraat,3,2165XT,Lisserbroek,8425,Brandweer,
109245.35,474696.13,V_000025390023_8425,20120730,101310162,394200000021200,394010000283123,Schouwstraat,11,1435KL,Rijsenhout,8425,Brandweer,
104925,500778,V_000025390074_8425,20120730,101310162,375200000020527,375010000020527,Wijk aan Duinerweg,4,1944TV,Beverwijk,8425,Brandweer,
109542.351,505574.638,V_000025390198_8425,20120730,101310162,450200000004278,450010000004199,Molenwerf,25,1911DB,Uitgeest,8425,Brandweer,
98188,488050,V_000025390171_8425,20120730,101310162,473200000005041,473010000004922,Kamerlingh Onnesstraat,20,2041CC,Zandvoort,8425,Brandweer,
101493.6,496348.4,V_000025390147_8425,20120730,101310162,453200000035152,453010001035152,Eenhoornstraat,2,1973XT,IJmuiden,8425,Brandweer,B
0,0,V_000025390112_8425,20120730,101310162,393200000000198,393010000002073,Beatrixstraat,2,1165GK,Halfweg,8425,Brandweer,
96453,487383,V_000025390139_8425,20120730,101310162,473200000003342,473010000003281,Duinstraat,5,2042HC,Zandvoort,8425,Brandweer,
111125,488837,V_000025390163_8425,20120730,101310162,393200000000588,393010000000683,Haarlemmerstraatweg,51,1165MJ,Halfweg,8425,Brandweer,
105382.288,486517.232,V_000025390155_8425,20120730,101310162,392200000018625,392010000018625,Floris van Adrichemlaan,90,2035VD,Haarlem,8425,Brandweer,
113234.609,483743.33,V_000025390082_8425,20120730,101310162,394200000013877,394010000314203,Zeemanlaan,50,1171BD,Badhoevedorp,8425,Brandweer,
112449.045,402068.394,V_000010186883_86922,11111111,120150111,758200000020457,758010000044579,Riethil,12,4825AP,Breda,86922,Arbobegeleiding en reïntegratie,
106089,499728,V_000025390031_8425,20120730,101310162,375200000017604,375010000017604,Spoorsingel,1,1947LA,Beverwijk,8425,Brandweer,
131180,447777,V_000026998378_8411,20130327,95335494,353200000009035,353010000009035,Overtoom,1,3401BK,IJsselstein,8411,Algemeen overheidsbestuur,
234080,557055,V_000021037779_8411,20100909,171026313,106200000018464,106010000018464,Noordersingel,33,9401JW,Assen,8411,Algemeen overheidsbestuur,
217869.377,451163.679,V_000005827248_8411,11111111,120150111,1876200000013831,1876010001013831,Elderinkweg,2,7255KA,Hengelo (Gld),8411,Algemeen overheidsbestuur,
192356.23,442764.191,V_000022738088_8424,20110530,160901607,202200000417629,202010000417630,Snelliusweg,1,6827DG,Arnhem,8424,Politie,
174379,450375,V_000022738096_8424,20110530,160901607,228200000007821,228010000007821,Breelaan,2,6711MR,Ede,8424,Politie,
179658,523465,V_000009172343_8411,11111111,120150111,171200000018260,171010000018260,Produktieweg,5,8304AV,Emmeloord,8411,Algemeen overheidsbestuur,
191081.271,443644.68,V_000022738118_8424,20110530,160901607,202200000415598,202010000415599,Beekstraat,39,6811DW,Arnhem,8424,Politie,
249928.966,478299.809,V_000014198142_8425,20110222,172143187,164200000356120,164010000022584,Demmersweg,55,7556BN,Hengelo,8425,Brandweer,
160061.887,397757.834,V_000004386698_8425,11111111,120150111,846200000004810,846010000005755,Van Rijckevorsel van Kessellaan,1,5491GD,Sint-Oedenrode,8425,Brandweer,
188978.598,346021.684,V_000021657009_8411,20110104,81346440,1711200000039828,1711010000039828,Nieuwe Markt,55,6101CV,Echt,8411,Algemeen overheidsbestuur,
257770.052,471144.666,V_000022076719_8412,20110222,170858595,153200000417022,153010000417023,Nijverheidstraat,30,7511JM,Enschede,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
122904.616,506611.832,V_000007708947_86921,11111111,120150111,370200000000417,370010000000581,Prinses Beatrixpark,54,1462JN,Middenbeemster,86921,Gezondheidscentra,
257770.052,471144.666,V_000022076719_8425,20110222,170858595,153200000417022,153010000417023,Nijverheidstraat,30,7511JM,Enschede,8425,Brandweer,
160091,396805,V_000004386558_8411,11111111,120150111,846200000002485,846010000002617,Burgemeester Wernerplein,1,5492GD,Sint-Oedenrode,8411,Algemeen overheidsbestuur,
120382.232,494294.999,V_000007708858_86921,11111111,120150111,431200000003470,431010000003751,Zuideinde,80,1511GH,Oostzaan,86921,Gezondheidscentra,
191288.458,443255.091,V_000025782673_8411,20121008,164430379,202200000344640,202010000344641,Eusebiusbuitensingel,66,6828HZ,Arnhem,8411,Algemeen overheidsbestuur,
91564.359,396557.116,V_000003732606_85592,11111111,120150111,1674200000047632,1674010000047632,Bosstraat,48,4704RL,Roosendaal,85592,Bedrijfsopleiding en -training,
125998.15,501846.57,V_000007708866_86911,11111111,120150111,439200000033656,439010000014472,Waterlandlaan,81,1441RS,Purmerend,86911,Praktijken van verloskundigen,
225368.366,464594.744,V_000009455558_8412,11111111,120150111,262200000016990,262010000016980,Hanzeweg,8,7241CR,Lochem,8412,"Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)",
125998.15,501846.57,V_000007708866_86921,11111111,120150111,439200000033656,439010000014472,Waterlandlaan,81,1441RS,Purmerend,86921,Gezondheidscentra,
120382.232,494294.999,V_000007708858_86911,11111111,120150111,431200000003470,431010000003751,Zuideinde,80,1511GH,Oostzaan,86911,Praktijken van verloskundigen,
105764.764,507074.007,V_000020954956_8425,20100810,102721761,383200000017065,383010001017065,Burgemeester Boreelstraat,1,1901BC,Castricum,8425,Brandweer,a
126981.631,501331.926,V_000007708874_86911,11111111,120150111,439200000004947,439010000034219,Landauerstraat,200,1445PX,Purmerend,86911,Praktijken van verloskundigen,
110632.518,508934.093,V_000020954824_8425,20100810,102721761,383200000017103,383010001017103,Buurtweg,51,1921CJ,Akersloot,8425,Brandweer,
107845.859,509322.661,V_000020954743_8425,20100810,102721761,383200000011102,383010001011102,Rijksweg,51,1906BD,Limmen,8425,Brandweer,
126981.631,501331.926,V_000007708874_86921,11111111,120150111,439200000004947,439010000034219,Landauerstraat,200,1445PX,Purmerend,86921,Gezondheidscentra,
105805.373,508217.412,V_000020954875_8411,20100810,102721761,383200000016017,383010001016017,Schulpstet,17,1901JH,Castricum,8411,Algemeen overheidsbestuur,
122200.474,507263.045,V_000020954603_8411,20100810,95017037,370200000003088,370010000002957,Insulindeweg,2,1462MJ,Middenbeemster,8411,Algemeen overheidsbestuur,
105795.391,508254.877,V_000020954840_8411,20100810,102721761,383200000016021,383010001016021,Schulpstet,26,1901JJ,Castricum,8411,Algemeen overheidsbestuur,
105805.373,508217.412,V_000020954883_8411,20100810,102721761,383200000016017,383010001016017,Schulpstet,17,1901JH,Castricum,8411,Algemeen overheidsbestuur,
122649.444,506543.588,V_000020954654_8425,20100810,95017037,370200000000037,370010000000220,Klaas Hogetoornlaan,5,1462JM,Middenbeemster,8425,Brandweer,
148754,524086,V_000002083590_8411,11111111,120150111,388200000214303,388010000214304,Breedstraat,53,1601KA,Enkhuizen,8411,Algemeen overheidsbestuur,
210450.518,376082.206,V_000000095249_8424,20100712,94616627,983200000039004,983010000039004,Rijnbeekstraat,1,5913GA,Venlo,8424,Politie,
209528.554,376164.259,V_000000095257_8424,20100712,94616627,983200000093907,983010000093907,Monseigneur Nolensplein,31,5911GG,Venlo,8424,Politie,
188702.233,418826.425,V_000003858995_8425,11111111,120150111,944200000212911,944010000212912,Veldweg,3,6585VE,Mook,8425,Brandweer,
177318.804,363122.576,V_000000095346_8424,20100712,94616627,988200000038550,988010000049009,Kasteelsingel,99,6001JC,Weert,8424,Politie,
180091.902,366140.099,V_000000095354_8424,20100712,94616627,946200000221222,946010000221223,Loverstraat,6,6031VD,Nederweert,8424,Politie,
189843.929,346191.084,V_000000095338_8424,20100712,94616627,1711200000040095,1711010000040095,Bandertlaan,1,6101LZ,Echt,8424,Politie,
196774.036,371387.503,V_000000095281_8424,20100712,94616627,1894200000304519,1894010000304520,Beekstraat,32,5981AS,Panningen,8424,Politie,
