_pageUrl,_position,organisatie_description,plaats_value,wntartikel_value
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1811,Stichting tot beheer van het Paulusgasthuis in Sint-Oedenrode,Sint-Oedenrode,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1812,Stichting tot Beheer van Huis Doorn,Doorn,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1813,Stichting tot behoud van Monumenten in de gemeente Menaldumadeel,Menaldum,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1814,Stichting tot instandhouding van het Noorder Dierenpark in Emmen,Emmen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1815,"Stichting tot Instandhouding van Molens in de Alblasserwaard en 
Vijfheerenlanden",Streefkerk,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1816,Stichting Travers Welzijn,Zwolle,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1817,Stichting Triade,Den Helder,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1818,Stichting Trias,Rijswijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1819,Stichting Tropenbos International,Wageningen,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1820,"Stichting Tumba, centrum voor gelijkem behandeling Fryslan",Leeuwarden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1821,Stichting Tympaan - De Baat,Mijdrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1822,Stichting urgentieverlening West Utrecht,Woerden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1823,Stichting Utrechts Centrum voor de Kunsten,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1824,Stichting Vamex,Zoetermeer,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1825,Stichting Van Eyck,Maastricht,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1826,Stichting Van Gogh Museum,Amsterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1827,Stichting van Houten*,Zoetermeer,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1828,Stichting VEEN,Reeuwijk,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1829,Stichting Veiligheidszorg Smallingerland (SVS),Drachten,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1830,Stichting Venlo Partners,Venlo,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1831,Stichting Verbond Sectorwerkgevers Overheid (VSO),Den Haag,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1832,Stichting Verdeling Financiële Overheidsbijdragen,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1833,Stichting Veren Gelderland,Arnhem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1834,Stichting Verkeersonderneming,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1835,Stichting Visitatie Woningcorporaties Nederland,Utrecht,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1836,Stichting Vita welzijn en advies,Amstelveen,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1837,Stichting Vivaan Centrum voor Participatie,Oss,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1838,Stichting Vluchtelingenwerk,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1839,Stichting VluchtelingenWerk Noordwestholland,Haarlem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1840,Stichting Vluchtelingenwerk Oost Nederland,Arnhem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1841,Stichting Vluchtelingenwerk van Amstel tot Zaan,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1842,Stichting VluchtelingenWerk West- en Oost-Brabant & Bommelerwaard,Uden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1843,Stichting VluchtelingenWerk Zuidwest Nederland,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1844,Stichting Voedingscentrum Nederland (VCN),Den Haag,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1845,Stichting Voor De Haagse Jeugd Clubhuizen De Mussen,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1846,Stichting voor Fundamenteel Onderzoek der Materie,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1847,"Stichting voor Landelijke Instelling Maatschappelijke Ondersteuning en 
Rehabilitatie",Leeuwarden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1848,Stichting VóóR Welzijn,Den Haag,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1849,Stichting Voorbereiding Pallas-reactor,Alkmaar,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1850,Stichting Vorkmeer,Panningen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1851,Stichting VRIJDAG,Groningen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1852,Stichting Vrije Academie ZOM,Kerkrade,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1853,Stichting Vrijwillige Hulp De Medewerker,Ede,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1854,Stichting Vrijwillige HulpDienst Eindhoven,Eindhoven,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1855,Stichting Vrijwilligers Centrale Amsterdam,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1856,Stichting Vrijwilligers en Mantelzorg Centrale Almere,Almere,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1857,Stichting Vrijwilligerscentrale,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1858,Stichting Vrijwilligerscentrale Zwolle Doet!,Zwolle,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1859,Stichting VVE010,Rotterdam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1860,Stichting VVV Maastricht,Maastricht,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1861,Stichting VVV Texel Promotie,Den Burg,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1862,Stichting VVV Zeeland,Domburg,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1863,Stichting Waarborgfonds Eigen Woningen,Zoetermeer,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1864,Stichting Waarborgfonds Motorverkeer,Rijswijk,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1865,Stichting Waarborgfonds Sociale Woningbouw,Hilversum,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1866,Stichting Waardevol Cultuur Landschap Winterswijk,Winterswijk,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1867,stichting Wandelnet,Amersfoort,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1868,Stichting Wasbeek,Sassenheim,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1869,Stichting Water Alliantie,Leeuwarden,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1870,stichting Waterproef,Edam,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1871,Stichting WeerWerk Groningen,Groningen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1872,Stichting Wel.kom - Roermond,Venlo,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1873,Stichting Wel.kom - Venlo/Beesel,Venlo,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1874,Stichting Welsaen,Zaandam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1875,Stichting Welstede,Ede,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1876,Stichting Welsun Landgraaf,Landgraaf,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1877,Stichting Welzijn,Beverwijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1878,Stichting Welzijn 2000,Coevorden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1879,Stichting Welzijn Alblasserdam,Alblasserdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1880,Stichting Welzijn Baarn,Baarn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1881,Stichting Welzijn Bergen,Schoorl,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1882,stichting welzijn Brummen,Brummen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1883,Stichting Welzijn De Wolden,Zuidwolde,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1884,Stichting Welzijn Ermelo,Ermelo,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1885,Stichting Welzijn Heerlen (Alcander),Heerlen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1886,Stichting Welzijn Hoeksche Waard,Oud-Beijerland,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1887,Stichting Welzijn in Kampen,Kampen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1888,Stichting Welzijn Lelystad,Lelystad,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1889,Stichting Welzijn Middelburg,Middelburg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1890,Stichting Welzijn Noord,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1891,Stichting Welzijn Oud en Jong,Leidschendam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1892,Stichting Welzijn ouderen,Spijkenisse,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1893,Stichting Welzijn Ouderen Arnhem,Arnhem,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1894,Stichting Welzijn Ouderen Soest,Soest,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1895,Stichting Welzijn Rijswijk,Rijswijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1896,Stichting Welzijn Schiedam,Schiedam,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1897,Stichting Welzijn Senioren Lansingerland,Bergschenhoek,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1898,Stichting Welzijn Stichtse Vecht,Maarssen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1899,Stichting Welzijn Utrechtse Heuvelrug,Doorn,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1900,Stichting Welzijn West Zeeuwsch-Vlaanderen,Oostburg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1901,Stichting Welzijn Winterswijk,Winterswijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1902,Stichting Welzijn Woerden,Woerden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1903,Stichting Welzijn Zeewolde,Zeewolde,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1904,Stichting Welzijnskwartier,Katwijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1905,Stichting Welzijnsorganisatie Andes,Gieten,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1906,Stichting Welzijnsorganisatie Welstad,Gieten,
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1907,Stichting Welzijnswerk,Hoogeveen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1908,Stichting Welzijnswerk Midden-Drenthe,Beilen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1909,Stichting Welzijnswerk Sliedrecht,Sliedrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1910,Stichting Welzin,Amersfoort,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1911,Stichting Wemos,Amsterdam-Duivendrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1912,Stichting Wereldmuseum Rotterdam,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1913,Stichting WereldWaternet,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1914,Stichting Werk en Scholing NO Overijssel,Hardenberg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1915,Stichting Werken in Gelderland,Nijmegen,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1916,Stichting Werkgever Sportclubs Den Haag,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1917,Stichting Westland Cultuurweb,Naaldwijk,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1918,Stichting WestlandTheater De Naald,Naaldwijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1919,Stichting Wetenschappelijk Onderwijs en Onderzoek NLDA,Breda,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1920,Stichting Wetenschappelijk onderzoek verkeersveiligheid,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1921,Stichting Wetsus,Leeuwarden,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1922,Stichting Wijsneus,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1923,Stichting Witte de With Center for Contemporary Art,Rotterdam,bijlagen WNT
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1924,Stichting Worm,Rotterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1925,Stichting Xtra,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1926,Stichting Xtraplus,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1927,Stichting Yes! Delft Young Entrepreneurs Society Delft,Delft,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1928,Stichting Yswegencentrale Oostergo,Ferwert,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1929,Stichting Zaans Museum,Zaandam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1930,Stichting Zaantheater,Zaandam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1931,Stichting Zebra,Den Haag,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1932,Stichting Zeister Muziekschool,Zeist,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1933,Stichting Zet,Tilburg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1934,Stichting Ziektekostenverzekering Krijgsmacht (SZVK),Den Haag,art. 1.3.1.b. invloed
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1935,Stichting Zimihc,Utrecht,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1936,Stichting Zorgbelang Brabant,Tilburg,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1937,Stichting Zorgbelang Gelderland,Arnhem,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1938,Stichting ZorgDat,Harderwijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1939,Stichting ZorgpleinNoord,Haren,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1940,Stichting ZorgSaam Twenterand,Vroomshoop,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1941,Stichting Zwem- en Sportaccommodaties Doorn,Doorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1942,Stichting Zwembad De Ijzeren Man,Weert,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1943,Stichting Zwembad De Waterwyck,Steenwijk,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1944,Stichting Zwembaden Gemeente Tynaarlo,Zuidlaren,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1945,Stichting Zwembaden Hoorn,Hoorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1946,StichtingNEOS,Eindhoven,art. 1.3.1.
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1947,Stimenz,Apeldoorn,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1948,stimuleringsfonds voor de journalistiek,Den Haag,art.1.3.1.a. openbaar gezag
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1949,Streekarchief Langstraat Heusden Altena,Heusden,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1950,Streekarchief Midden-Holland,Gouda,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1951,"Streekarchief Voorne, Putten en Rozenburg",Brielle,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1952,Streekarchivariaat De Liemers en Doesburg,Doesburg,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1953,Stroomopwaarts MVS,Maassluis,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1954,"Stuw, Stichting Welzijn & Maatschappelijke Ondersteuning",Elst,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1955,SVB,Amstelveen,art. 1.2.1.h. ZBO
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1956,Swazoom,Amsterdam,art.1.3.1.c. subsidie
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1957,Syntrophos,Spijkenisse,art.1.2.1.h. WGR
http://www.topinkomens.nl/voor-wnt-instellingen/inhoud/wnt-register,1958,t Venster,Wageningen,art.1.3.1.c. subsidie
