"actorenId","actorenName","actorenComment"
"10648/b318f2bd-a850-4b95-b2d3-72253798711d","Directie Huisvesting Buitenland (BZ)","1991-2009"
"10648/fb1018cd-bf0e-4797-a5b0-2f26a135c238","Expertisecentrum Reizen en Verplaatsingen (BZ)","1996-2000"
"10648/0aec76ac-7eb1-41b4-8794-32cc5f4c0ed0","Facilitaire Dienst Interne Zaken (BZ)","1991-2000"
"10648/2f4b9254-ca0e-4fd0-a1ee-5f76d90e7de3","SenterNovem (EZ)","1992-2010"
"10648/44626373-26af-427d-8fd0-1c7e0f705ad9","Centrale Afdeling Post en Archiefzaken (BZ)","1975-1991"
"10648/1e5a7a0a-e599-40e8-8990-6c01da10b9ff","Transportdienst (BZ)","1987-1991"
"10648/de198015-6df5-4352-a7a4-a42691e9514f","Hoofdafdeling Verbindingen en Materiële Zaken (BZ)","1975-1991"
"10648/01247208-11bb-46ae-94ed-667b01869a0d","Post- en Koerierszaken (BZ)","1987-1991"
"10648/14b224fa-8e38-4522-9332-1134367f1f91","Inspectie Ontwikkelingssamenwerking en Beleidsevaluatie (BZ)","1977"
"10648/e969054e-d973-4ac2-9b20-8df94f92fccb","Inspectie en Evaluatie Bedrijfsvoering (BZ)","1996"
"10648/6e3f5675-7f6b-418c-bbd0-d0fa07cb70f0","Inspectie Posten Buitenland (BZ)","1987-1996"
"10648/d3270127-1fd0-4ad0-abe6-626d3f06c15d","Centrale Directie Organisatie en Informatievoorziening (BZ)","1985-1998"
"10648/e78cdfc3-1e84-4a07-b530-c800938efa09","Hoofdafdeling Bedrijfseconomische Zaken en Arbeidsvoorwaarden (BZ)","1985-1991"
"10648/b5af93ec-fff0-42af-86e4-8822d2f43c2a","Directie Personele Zaken (BZ)","1985-1991"
"10648/2b877917-8856-41d3-bbf6-49d4efdd89b8","Facilitaire Dienst Telecommunicatie (BZ)","1991-1998"
"10648/6cf7bce7-018e-4f26-a327-00d2be56ca56","Auditdienst (BZ)","1985-2008"
"10648/ed66257d-684e-4c98-9f86-5c4d19878589","Nationaal Bureau voor Verbindingsbeveiliging (Defensie, BZ)","1960-2000"
"10648/935166d0-1f0d-43f7-ba25-e4e2ef4890d3","Expertise Centrum Inkoop (BZ)","1996-2000"
"10648/a2f5c251-ffb0-4145-9f54-e9817ce4055d","Hoofdafdeling Organisatie en Automatisering (BZ)","1975-1985"
"10648/3c066f48-bb35-4473-8ee3-b1e203682d6a","Economische Commissarissen (EZ)","1975-2010"
"10648/54e16438-720c-4e79-b830-1ab4df3ce198","Algemene Energieraad (EZ)","1985"
"10648/eb009a15-74cd-4a02-a51b-1fe4c35f914c","Raad van deskundigen voor de nationale standaarden (EZ)","1989"
"10648/0a4485e8-bd0a-487f-932e-6db17ffa554b","Technische Commissie Bodembeweging (EZ)","2003"
"10648/beea5aac-534b-4183-a80d-fa95e5c33280","Bureau Beleidsvoorbereiding (BZ)","1964-1996"
"10648/3c9b28fe-6e46-4a94-9565-24bdb87d0f03","Stichting tot Bevordering van de Uitvoer (EZ)","1939-2010"
"10648/67c1af8d-bbf4-4d5e-a644-4d74905c42e0","Hoofdafdeling Onderzoek en Documentatie (BZ)","1975-1991"
"10648/1834be09-21b6-465b-a595-6284fc434186","Integratie-unit (BZ)","1985-1986"
"10648/b45a039b-6dc7-4cb6-8fbd-a05a13b6e4fc","Nationale Commissie Internationale Samenwerking en Duurzame Ontwikkeling (BZ)","1995-2011"
"10648/07867cfb-d3a6-4a0a-9403-0615916f2f4e","Adviesraad Internationale Vraagstukken (BZ)","1996"
"10648/a9f0ce31-456b-4258-a0a8-bb496118b4e4","Commissie van Advies inzake Volkenrechtelijke Vraagstukken (BZ)","1953"
"10648/019ca418-c5db-4712-9f60-26692b9a7a60","Staatscommissie voor het Internationale Privaatrecht (BZ)","1897"
"10648/54fd68b5-8893-4863-a0a1-1c1f329cf87e","Panteia/EIM (EZ)","1986"
"10648/ec37f82f-eac1-4e91-aafb-1fd9f6e41168","Raad voor het Wetenschappelijk Onderzoek in het kader van Ontwikkelingssamenwerking (BZ)","1990"
"10648/4773f9a5-8594-409a-97cc-a1bd243e1c9b","Brabantse Ontwikkelings Maatschappij (EZ)","1988"
"10648/325d07db-e837-428a-b6a1-c6c8557c9485","Oost N.V. (EZ)","2003"
"10648/6dc29d85-40f1-4e55-95af-cbf0833157de","NV Industriebank LIOF (EZ)","1974"
"10648/5f482976-7fb1-4259-866d-179168d3a5cd","N.V. NOM (EZ)","1975"
"10648/59befacf-4511-4ba8-86b4-dd519bd05b90","Nuclear Research and consultancy Group (EZ)","1998"
"10648/df973a73-8cea-475f-956d-ccb64a25a156","Stichting Buisleidingenstraat Z.W. Nederland (EZ)","1978"
"10648/8d7d8a39-3673-4918-aa1c-395f89f720c9","Stichting Projectbureau Duurzame Energie (EZ)","1997"
"10648/049e3b9b-5d23-4be7-a616-87905c82f666","Centrale Economische Commissie (EZ)","1951"
"10648/5dc94785-641b-404a-9d5e-664f1fe1fddf","Commissie voor Economie, Kennis en Innovatie (EZ)","2009-2012"
"10648/3d1bf837-c634-4f9e-94c1-1febb48a0434","Interdepartementale Commissie Normalisatie en Certificatie (EZ)","1975-2010"
"10648/4693c24f-739a-45d3-acb9-3755a2b47a02","Interdepartementale Commissie voor het Regionaal beleid (EZ)","1983-2010"
"10648/eb14d300-739a-4701-b075-29c241482a9a","Interdepartementale Raad voor de Handelspolitiek (EZ)","1945"
"10648/7bf86c24-1ccc-4751-8d26-367694d8aa37","Interdepartementale Commissie Ruimtevaart (EZ)","1994"
"10648/e28b00a7-2ac5-43d6-b068-22f135aa513e","Stuurgroep Innovatiegerichte Onderzoeksprogramma's (EZ)","1981-2010"
"10648/f01bf60e-b9a6-4231-953e-cab97b49f8bf","Nederlands Meetinstituut B.V. (EZ)","1987"
"10648/f91a5428-50ae-469d-ace4-83e32f44eae6","VSL B.V. (EZ)",""
"10648/cb4a977e-7200-46c8-bd7c-d8c188adc938","TenneT (EZ)","1998"
"10648/8a42ad2f-5afc-4e28-b64f-dc96213999d8","Nationale Adviesraad voor Ontwikkelingssamenwerking (BZ)","1964-1996"
"10648/f5189c00-a73b-49c3-aa0c-239b17666b66","Adviescommissie mensenrechten buitenlands beleid (BZ)","1984-1996"
"10648/3a762b7d-62f5-46cd-bb3c-bfa5c6375e9c","Adviesraad Vrede en Veiligheid (BZ)","1985-1996"
"10648/76747386-bcc2-473d-bb99-c4f35295001a","Coördinatiecommissie voor Internationale Aangelegenheden (BZ)","1996"
"10648/e00eaaef-6406-4ac6-8eda-8a5fb1c53927","Coördinatiecommissie voor Europese Integratie- en Associatieproblemen (BZ)","1956"
"10648/f47be18b-4116-4906-9429-52b0d5358ff8","Coördinatiecommissie voor Internationale Milieuvraagstukken (BZ)","1971"
"10648/8b745b46-12e7-4d8f-a961-efca9e4550eb","Coördinatiecommissie Internationale Culturele Betrekkingen (BZ)","1967-1996"
"10648/c3ae0dd4-f3d2-40e5-a6ab-109bdf79d590","Coördinatiecommissie voor de Verenigde Naties en de Gespecialiseerde Organisaties (BZ)","1948-1996"
"10648/2a516da6-8800-481d-a0d4-c8da453ed9f1","Commissie voor uniforme interpretatie EG-Verdragen en het Unie-Verdrag (BZ)","1960-1997"
"10648/61e6fe51-fe11-41c8-8e1f-bd141ca535fb","Carnegie Stichting (BZ)","1904"
"10648/fce8f338-c155-491a-9222-21fedfeedc9e","Bezwaarschriftencommissie (BZ)","1990"
"10648/ce03071a-7ae3-47c2-bca0-126ff81da03e","Commissie van Bezwaar (BZ)","1996"
"10648/b431e700-4433-452f-a1ba-3d27f46ff058","Commissie van Beroep (BZ)","1986-1996"
"10648/a1bab712-9a51-4679-b46e-df4c22e4de12","Adviescommissie Bezwaarschriften Consulaire Zaken (BZ)","2001-2004"
"10648/7d15e175-7514-4618-9089-ba0650532543","Adviescommissies overplaatsbare ambtenaren DBZ (BZ)","1986-2002"
"10648/da05d958-7a65-4121-ace0-19d3a234a885","Adviescommissie plaatsingen en benoemingen in topfuncties bij het Ministerie van Buitenlandse Zaken (BZ)","1986-2002"
"10648/2a366e6c-0d2f-404f-ac83-bcb48728faa8","Directoraat-Generaal voor Industrie en Regionaal Gebied (EZ)","1986-1991"
"10648/272f51e1-baa2-467a-94f1-cb0950569b56","Adviescommissie Personeelsbeleid (BZ)","2002"
"10648/d229a7ae-f26e-4176-b69b-44547472eb25","Directoraat-Generaal voor Industrie en Diensten (EZ)","1992-2000"
"10648/e449f4db-50c3-4190-9bc4-418ed8890bd4","Adviescommissie bezwaren beoordelingen (BZ)","1990-2006"
"10648/4150a4de-c189-4445-8afb-b7014a72eb79","Commissie van bijstand voor personeelszaken voor de buitenlandse dienst (BZ)","1951-1986"
"10648/5bfcbb93-09e8-4b51-ae88-ee3278971c4e","Directoraat-Generaal voor Diensten, Midden- en Kleinbedrijf en Ordening (EZ)","1985-1991"
"10648/664aaa50-4c7b-4845-9d5d-69380753ff31","Nationaal Comité inzake de V.N. Organisatie voor Industriële Ontwikkeling (BZ)","1966-1984"
"10648/e960f7a2-0925-4fb0-a091-99cc533b3757","Directoraat-Generaal voor Economische Structuur (EZ)","1992-2000"
"10648/a7d2f4fb-475a-4a12-967d-8ca09414892b","Adviescommissie inzake vraagstukken van ontwapening en internationale veiligheid en vrede (BZ)","1965-1985"
"10648/fbca2b30-6427-41a0-89cf-6fe5cf5a0d55","Interdepartementale Coördinatiecommissie Ontwikkelingssamenwerking (BZ)","1964-1996"
"10648/15818a0e-5abc-440f-9a21-93b51869a278","Task Force International Criminal Court (BZ)","2002-2010"
"10648/30eb068a-fd84-480d-a0da-4ce33543ae61","Directoraat-Generaal voor Energie en Telecom (EZ)","2006-2010"
"10648/18756074-3cfb-452b-b62a-95ff8bf28748","Directoraat-Generaal voor Innovatie (EZ)","2001-2003"
"10648/d5becd74-4435-4da0-89e4-15657880b8fc","Directoraat-Generaal voor Marktordening en Energie (EZ)","2001-2003"
"10648/a35a582b-f93d-476f-af46-ea73bf77bd61","Directoraat-Generaal voor Ondernemingsklimaat (EZ)","2001-2003"
"10648/8baaa45c-2718-486c-b128-b953d79a9598","Permanente Vertegenwoordigingen van Nederland bij internationale organisaties (BZ)","1975"
"10648/4668b407-f326-42f3-a3db-282253111bd0","Bijzondere Vertegenwoordigingen van Nederland in het buitenland (BZ)","1975"
"10648/ffe91e0e-3c1d-423a-9a61-6266e7b27488","Directoraat-Generaal voor de Buitenlandse Economische Betrekkingen (EZ)","1975-2010"
"10648/7f2e418c-14e3-41aa-bf30-8987d7518def","Directoraat-Generaal Energie (EZ)","2004-2005"
"10648/f83963fe-dd85-4d58-8e93-9a6294c9e85f","Directie Algemeen Technologiebeleid (EZ)","1992-2000"
"10648/29384af4-db30-4dee-b4bc-d6899aee0dc6","Directie Interne Zaken (EZ)","1984-2010"
"10648/a8017f77-e3f3-478c-9a65-13c1c7fc1c01","Dienst Investeringsrekening (EZ)","1979-1991"
"10648/26fb810b-b72c-4362-9e13-02fd57d7ca49","Stichting Nationale Commissie Voorlichting en Bewustwording Ontwikkelingssamenwerking (BZ)","1974-1995"
"10648/11e7b222-1b14-4584-a3bd-554832171e57","Nederlandse Financierings Maatschappij voor Ontwikkelingslanden NV (BZ)","1970"
"10648/41f236ff-f3a5-402a-961a-e673db5cc1f2","International Water and Sanitation Centre (BZ)","1968-2003"
"10648/3529d3fe-47bd-4947-9289-2681b073d77b","International Institute for Communication and Development (BZ)","1996"
"10648/fd81592a-935b-4cb6-bb3a-39a7f9ea1811","International Entrepreneurship (BZ)","1996"
"10648/4c3e392f-2285-46b8-944b-15d2541d9a30","Dick Scherpenzeel Stichting (BZ)","1991-2010"
"10648/dea98f09-67ee-4f22-8894-44e86c85b1a6","Bureau Secretaris-Generaal (Defensie)","1972"
"10648/d0416ce1-bd97-4d0a-a98b-0ca9b8cfefab","Defensiestaf (Defensie)","1949"
"10648/24eb9381-f7f0-46aa-a865-bceef5fea613","Commando Zeestrijdkrachten (Defensie)","2005"
"10648/5fc30820-97bf-4f8a-adfc-3083cb7b9f56","Commando Landstrijdkrachten (Defensie)","2005"
"10648/e0b24be3-ba42-4e17-876b-bd0555d185be","Commando Luchtstrijdkrachten (BZ)","2005"
"10648/6c105733-abaf-4a5c-80b2-af6e9f7257a9","Commando Koninklijke Marechaussee (Defensie)","2005"
"10648/fb520c81-271e-4aa7-a49d-585c63b5a2f2","Het Wapen der Koninklijke Marechaussee (Defensie)","1814"
"10648/8ef209f2-ddc3-4332-927f-865be3ab0a14","Koninklijke Landmacht (Defensie)","1814"
"10648/f1d86788-a167-4825-90fa-8b3e3364827e","Koninklijke Luchtmacht (Defensie)","1913"
"10648/c8b8a974-8f03-4d51-9982-5876f251a345","Koninklijke Marine (Defensie)","1813"
"10648/56df96d0-7b95-4f3e-93dc-a6de932eb006","Directoraat-Generaal Materieel (Defensie)","1976-2002"
"10648/ec472d59-2afe-4461-8955-4e959e41a994","Directoraat-Generaal Personeel (Defensie)","1976-2002"
"10648/c6b55cfb-e808-46d1-8e29-2582dc110893","Directoraat-Generaal Economie en Financiën (Defensie)","1976-2002"
"10648/d795dc68-3eb1-459b-ae04-68d48bfdd4af","Directoraat-Generaal Financiën en Control (Defensie)","2002-2008"
"10648/45308810-6f55-4e9f-b264-d092402e06ae","Directoraat-Generaal Personeel en Materieel (Defensie)","2002-2003"
"10648/f4dc76b4-4ec5-48ed-97d3-38e90301ef6d","Internationale Economische Analyse en Algemene Beleidszaken (EZ)","1983-1991"
"10648/02069a29-3d69-4a58-bb28-cc3c13028030","Hoofddirectie Personeel (Defensie)","2003"
"10648/119c5f0a-0fe8-43b9-a34e-19e1a2cf64c1","Hoofddirectie Materieel (Defensie)","2003-2004"
"10648/5ff3c27c-a618-4c7b-aa71-e019cc36534d","Defensie Materieel Organisatie (Defensie)","2004"
"10648/91a2b8cc-b863-43d9-a384-41bf4f52d0ff","Legerraad (Defensie)","1945-1992"
"10648/f4ac2699-e592-4f8e-961d-4f3942db636a","Admiraliteitsraad (Defensie)","1945-1992"
"10648/08352be3-39a6-44ae-825e-943da04c96a9","Luchtmachtraad (Defensie)","1949-1992"
"10648/4f7737a5-7b0c-483e-bc26-92ee482b67c2","Directie Handelspolitiek en Investeringsbeleid (EZ)","1987-2003"
"10648/81b2f991-598e-4ec9-9786-3fbe5696e62a","Directie Economische Samenwerking en Exportbeleid (EZ)","1987-1996"
"10648/75c6a5b6-f4eb-4104-96ad-f9fe45edf9d9","Directie Marktverkenning en Beleidsstrategie (EZ)","1997-2000"
"10648/45e511a8-ca05-4a3e-92ef-9eea0fef9404","Directie Marktontwikkeling (EZ)","1997-2000"
"10648/eb17c03b-1333-43cb-a8de-d61b26aae5a9","Inspecteur-Generaal der Krijgsmacht (Defensie)","1970"
"10648/3d0e835c-a6f4-4dcf-b5b2-3c52006160e1","Directie Juridische Zaken (Defensie)","1955"
"10648/abc3fdf7-d8a1-433b-bf92-8a0702990b06","Directie Buitenlandse Handel en Investeringen (EZ)","2001"
"10648/cd0dd8e6-1602-427b-aa2c-ace0031274d7","Hoofddirectie Algemene Beleidszaken (Defensie)","1976"
"10648/77607f5f-c14e-41d8-86f4-c7146bbcbf4a","Bureau Algemene Beleidszaken (Defensie)","1969-1976"
"10648/ea5729c0-caf1-40f7-89ff-6f3d7576fbbb","Bureau voor Ontwapeningsaangelegenheden (Defensie)","1968-1976"
"10648/9d01faa1-0f1b-4d44-82de-6dbc39813d63","Audit Dienst Defensie (Defensie)","1975-2014"
"10648/533aee2a-96d9-4875-ad85-832ef42fe0cb","Directie Handelspolitiek en Globalisering (EZ)","2004-2010"
"10648/e1cc8bff-bb2b-4000-ab08-a1ca4c4461fc","Directie voor Buitenlandse Investeringen in Nederland (EZ)","2004-2007"
"10648/617d569a-e981-4db5-9e07-5e0bb31dee56","Directie Beleid Defensie Materieel Organisatie (Defensie)","2011-2013"
"10648/5e3d9cf3-b557-483a-9c2b-a790c67e268a","Beveiligingsautoriteit (Defensie)","1996"
"10648/7e640b5c-091c-4773-83e8-bcaf90d498e3","Militaire Luchtvaart Autoriteit (Defensie)","2005"
"10648/75814e93-9169-4adc-b4a9-a6ad1ef47e7e","Directie Europa (EZ)","2010"
"10648/859670a9-3c84-4eca-9adf-94abbfc79b33","Directie Ruimte, Milieu en Vastgoedbeleid (Defensie)","2005-2012"
"10648/c80052e7-ed52-44c7-8a0a-173f82f870d9","Hoofddirectie Financiën en Control (Defensie)","2008"
"10648/45da40b4-9eb0-435d-ae47-17643e967e1d","Algemeen Secretariaat DGI (EZ)","1978-1986"
"10648/f169827d-90dd-4ee2-8dbd-ebcc157f0876","Beleidsplanning en Analyses (EZ)","1975-1986"
"10648/22e2dfd2-7fda-47fe-bac7-4e6081796146","Commando Dienstencentra (Defensie)","1995"
"10648/fed7b0ed-8fc4-47c3-a590-aa30b6d1f918","Directie Lichte en Elektrotechnische Industrie (EZ)","1984-1985"
"10648/a02b8eb4-d7d8-4d70-8424-aa20aff5cdd8","Directie Chemie, Metallurgie, Bouwmaterialen en Papier (EZ)","1980-1985"
"10648/3dde7892-e5b2-4d3b-9d87-c9b7293429c5","Directie Metaalverwerkende Industrie (EZ)","1980-1985"
"10648/858ebb16-e2aa-4f8c-9367-0f0396902b58","Directie Communicatie (Defensie)","1975"
"10648/1b574125-8c8b-490a-9ecd-43b7e6799cc0","Hoofddirectie Informatievoorziening en Organisatie (Defensie)","2008"
"10648/c260d752-ff87-46a9-b3c4-dce174c22929","Directie Planning en Control (Defensie)","2005-2013"
"10648/6afbb2e6-112e-4c42-b027-a23093ecafaa","Directie Militaire Gezondheidszorg (Defensie)","2004"
"10648/d3ee0b74-509f-4da8-9d54-5b8b9630305a","Directie Personeelsbeleid (Defensie)","2005"
"10648/eb39d534-cf39-4d2f-97d1-4b373e81bced","Directie Personeelsmanagement (Defensie)","2005"
"10648/25439036-6806-49a8-848b-512efe1dd118","Directie Aardolie (EZ)","1979-1989"
"10648/60d11ddd-05b2-4561-b1ef-1a85e2048bb8","Directie Algemeen Energiebeleid en Mijnwezen (EZ)","1983-1989"
"10648/e865460e-4bf4-4044-915c-4de91ebe593c","Inspectie Militaire Gezondheidszorg (Defensie)","1989"
"10648/5a4e19a4-818b-4a98-93da-28e168ed08da","Directie Energiebesparing en Duurzame Energie (EZ)","1983-2005"
"10648/9a55d857-bb26-4cf7-b0d8-49d424bf170c","Directie Handel, Toerisme en Financiering (EZ)","1985-1986"
"10648/f441bc77-c4d6-4596-b930-8bcda979f1fc","Directie Bouw en Diensten (EZ)","1984-1986"
"10648/867e6116-2861-4c20-beb0-863d04085177","Directie Integratie, Voorlichting en Gewestelijke Aangelegenheden (EZ)","1979-1986"
"10648/b2230d7d-5a3f-41ab-879b-8ea98f17788f","Interdepartementale Contactcommissie voor de E.G.K.S. (EZ)",""
"10648/8cb39ec9-1c60-4f45-9ed2-df8b3d21b2cd","Directie Handel, Bouw, Diensten en Toerisme (EZ)","1982-1984"
"10648/0000428c-bd27-4958-a6eb-491f16b288a0","Directie Facilitaire Zaken (Defensie)","1995-2007"
"10648/ee345615-db1b-46f0-97fb-ee0f66d9c239","Afdeling Personeelszaken Centrale Organisatie (Defensie)","1987-2003"
"10648/5b0709fa-eeaa-47de-be3b-dc73a0f12195","Financieel-Economisch Beheer en Bedrijfsvoering Centrale Organisatie (Defensie)","1991-2003"
"10648/44944097-71e1-4f0c-a8c7-bb8b15981680","Directie Informatievoorziening en Organisatie (Defensie)","1987-2008"
"10648/2dec3649-705f-4097-93f1-0978644d47da","Directie Financieel-Economische Zaken (Defensie)","1991-2008"
"10648/946b196f-cbfe-4413-b019-62763cafb196","Directie Arbeidsvoorwaardenbeleid (Defensie)","1991-2005"
"10648/742b1521-8309-4089-a8ab-9f1d857da1b8","Directie Plannen en Beleidsontwikkeling (Defensie)","1991-2005"
"10648/ef1c9958-df55-4f29-998e-9420e5fe4932","Directie Beleidsevaluatie (Defensie)","2005-2008"
"10648/b2628e0b-9954-45b3-a46b-32778b1da863","Directie Dienstplichtzaken (Defensie)","1963-2003"
"10648/b2bd8d6d-9329-4321-b580-78924581a8c2","Directie Materieel Beleid (Defensie)","1998-2003"
"10648/6f86e11a-78f4-4c14-ad78-9a2a97acc4d0","Directie Materieel, Plannen en Control (Defensie)","2002-2003"
"10648/3a0ec0c0-9397-45f3-aa71-eae34a981b8a","Directie Wetenschappelijk Onderzoek en Ontwikkeling (Defensie)","1976-2003"
"10648/4eb1b0ac-85f4-4941-8ad7-1da7b7c29543","Directie Kabinet en Protocol (Defensie)","1975-2005"
"10648/4331b7f4-0aa5-4a3e-b11b-3c2eedd3b755","Directie Plannen en Internationale Materieelbetrekkingen (Defensie)","1985-2002"
"10648/ea3865a6-289f-4093-a3da-a0474bdbe0d0","Directie Algemene Beleidscoördinatie (EZ)","1992-2000"
"10648/f50b2df7-6d60-4177-860d-6b8436bade3a","Directie Materieel Logistiek Beleid (Defensie)","1992-1998"
"10648/7aaf240c-f264-4a78-a34c-34fab3a74b89","Financieel Ondernemingsklimaat (EZ)","2001-2003"
"10648/7e73bca1-b481-4e67-bc1c-faca9715cf92","Directie Lichte Industrie (EZ)","1980-1981"
"10648/5ce94990-8055-46e1-a242-d8e2f4d8de34","Directie Postactieven (Defensie)","1993-1994"
"10648/13cddfab-9b7d-42c3-9e76-1c32bde8eeef","Directie Interne Zaken (Defensie)","1976-1994"
"10648/a4dc228b-5606-4d7c-96bf-17e4f2056f03","Commissariaat voor Buitenlandse Investeringen in Nederland (EZ)","1977-2003"
"10648/b7623ddd-db9e-40eb-88f0-353761f1f5a6","Directie Militair Geneeskundig Beleid (Defensie)","1991-2004"
"10648/ebd8b0ab-c2a2-49d9-bb4c-f67469ce26b9","Directie Materieel Voorzieningsbeleid (Defensie)","1986-1992"
"10648/6b927b0f-d891-4e31-a294-42ef41a25c00","Stafdirectie DGI (EZ)","1987-1987"
"10648/6a46f9fb-d77a-4b55-b327-9e62d26feec8","Directie Gebouwen, Werken en Terreinen (Defensie)","1976-1992"
"10648/c9c1967c-8dca-4c4f-a408-8254ba738764","Dienst Vastgoed Defensie (Defensie)","1992-2014"
"10648/f15613a0-862b-4c6e-8d50-98cd9e2a5d50","Stafdirectie Materieelrealisatie en -Plannen (Defensie)","1988-1992"
"10648/6997b5d6-7d1e-4fbd-912a-91f045f857eb","Coördinerend Sector-Directeur Tevens Directeur Lichte Industrie (EZ)","1982-1983"
"10648/c7790de5-0ac0-4227-aa7c-11a2ed6ba43f","Directie Materieel Instandhoudingsbeleid (Defensie)","1988-1991"
"10648/3f39f678-8c18-4513-8482-daa55b60b2fa","Afdeling Organisatie Centrale Organisatie (Defensie)","1991-1994"
"10648/504e1008-9117-4021-a4c7-80254973426b","Bureau Formatiezaken Centrale Organisatie (Defensie)","1989-1990"
"10648/55f5b4cb-d44f-40d9-8dc4-3324a142b5aa","Directie Proces en Lichte Industrie (EZ)","1986-1991"
"10648/a10ffc92-5003-448e-883f-b016ed7bc26f","Directie Militair Personeel (Defensie)","1988-1991"
"10648/8ba9432c-3786-49b6-bba5-7d4f5d878d6a","Directie Burgerpersoneel (Defensie)","1975-1991"
"10648/cdbac682-0700-44f7-b363-86e8d498af97","Directie Fabricage en Zware Industrie (EZ)","1986-2000"
"10648/82356c52-41f5-41bf-9890-ce974827085e","Directie Militair Geneeskundige Diensten (Defensie)","1976-1989"
"10648/27e63f33-da56-4d78-86e4-63b369552a38","Directie Plannen en Arbeidsvoorwaarden Militair Personeel (Defensie)","1976-1988"
"10648/fde14a04-d636-4422-a621-2d7f908eacc7","Directie Militaire Personeelszaken (Defensie)","1975-1988"
"10648/e2104a67-d869-4dcd-bfa2-44d6485ad867","Directie Chemie, Bouw en Bedrijfsvoering (EZ)","1992"
"10648/301ecdbe-3584-4d10-8856-2fb573247da8","Directie Financieel Beheer (Defensie)","1976-1991"
"10648/fab593a8-948f-42c5-bac7-4e7104fec12e","Directie Economisch Financieel Beleid (Defensie)","1976-1991"
"10648/87446d34-d9a5-4cd6-b59f-bf3fe9cfa415","Bureau Coördinator Organisatie- en Informatiebeleid (Defensie)","1988-1988"
"10648/e620e2fa-69cf-4520-8322-2c3db19c4457","Bureau Spreiding Defensiediensten (Defensie)","1976-1989"
"10648/5888b781-9317-4010-b05c-133cd3c151d8","Directie Organisatie (Defensie)","1975-1987"
"10648/95395a28-6328-41b2-8d83-d04a734fcfc3","Directie Duyverman Computer Centrum (Defensie)","1976-1987"
"10648/92629413-a65f-4a59-9bee-3dfa75ce0e4e","Duyverman Computer Centrum (Defensie)","1963"
"10648/67d5efd8-1d5b-4567-8c90-5144c745fd70","Directie Materieelzaken (Defensie)","1976-1985"
"10648/936c1b40-262f-4510-84a4-a76289444411","Directie Materieelplannen (Defensie)","1976-1984"
"10648/f494ffde-570e-4069-8367-5c7f5a83b66b","Directie Interne Controle Krijgsmacht (Defensie)","1971-1985"
"10648/b1afdb6c-80ec-4091-aaba-a84b9b9878d1","Directie Elektronica, Diensten en Informatietechnologie (EZ)","1992-2000"
"10648/f1cdf21a-fd76-4abd-a3d0-1c8cb5ec9e90","Marechausseeraad (Defensie)","1945-1976"
"10648/c45cc7b6-1319-44cc-874b-84542c5b1a25","Directie Ruimtelijk Economisch Beleid (EZ)","1998-2011"
"10648/917cb2ec-834d-4308-bdec-3623a6864bfb","Directie Strategie, Onderzoek en Internationaal (EZ)","2001-2007"
