afgifte datum,nummer,SGP,CAT,goederen omschrijving,D/T,Verl.,V/N,U/D,T.v.v.,land van bestemming,land van eindbestemming,oorsprong /herkomst,land van oorsprong,waarde (€),verval datum
07/18/2013,29293384,ML3       ,A09,"Patronen, kaliber 9,3x74                                                         ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Diverse landen,,500,09/30/2013
07/18/2013,29293392,ML3       ,A09,"Patronen, kaliber 9 mm                                                         ",D,N,N,2,,Frankrijk                               ,Frankrijk                               ,Diverse landen,,119,09/30/2013
07/19/2013,29264805,ML10d     ,A10,Delen voor Typhoon gevechtsvliegtuigen                                  ,D,N,N,2,,Duitsland                               ,Saoedi-Arabië                          ,Nederland                               ,,23588,07/31/2014
07/19/2013,29268215,ML2       ,A10,Delen voor M109 houwitsers                                                       ,D,N,N,2,,VAE,VAE,Onbekend                                ,,5000,07/31/2014
07/19/2013,29276838,ML22      ,B09,Testrapporten over decontaminatieapparatuur,D,N,N,2,,ISRAËL,ISRAËL,Onbekend                                ,,75000,07/31/2014
07/19/2013,29291896,ML10d     ,A10,Straalmotoren voor militaire vliegtuigen                                ,D,N,N,2,,Canada                                  ,Canada                                  ,VS,,200000,07/31/2014
07/19/2013,29293899,ML6       ,A10,Delen voor Fuchs pantservoertuigen                                                  ,D,N,N,2,,Zwitserland                             ,Zwitserland                             ,Nederland                               ,,184145,07/31/2014
07/22/2013,29290253,ML1a      ,A08,"Handvuurwapens, diverse kleinkalibers                                   ",D,N,N,2,,VS,VS,Diverse landen,,1417,10/31/2013
07/22/2013,29290334,ML3       ,A09,"Patronen, kaliber .223                                                        ",D,N,N,2,,Zweden                                  ,Zweden                                  ,Diverse landen,,1240,12/31/2013
07/22/2013,29291489,ML3       ,A09,"Patronen, kaliber 9 mm                                                         ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,1000570,11/01/2013
07/22/2013,29291292,ML3       ,A09,"Patronen, kaliber 5,56x45 mm                                                  ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,454694,11/01/2013
07/22/2013,29291462,ML3       ,A09,"Patronen, kal. 7.62x51 mm                                                     ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,1632031,11/01/2013
07/24/2013,29268339,ML10a     ,B10,Delen voor NH90 helikopters                                            ,D,N,V,2,29058709,EU,EU,Nederland                               ,,61065,07/31/2014
07/24/2013,29291160,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,1702350,12/31/2013
07/24/2013,29291187,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,1240817,12/31/2013
07/24/2013,29291268,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,2260579,12/31/2013
07/24/2013,29291276,ML3       ,A09,"Patronen, kaliber 5,56x45 mm                                                  ",D,N,N,3,,VAE,VAE,Zwitserland                             ,,1453554,12/31/2013
07/24/2013,29292221,ML9c      ,B10,Kabels voor sonarsysteem                                                      ,D,N,N,2,,VS,VS,Nederland                               ,,229451,07/31/2014
07/24/2013,29292264,ML9c      ,B10,Kabel voor sonarsysteem                                                      ,D,N,N,2,,Canada                                  ,VS,Nederland                               ,,92513,07/31/2014
07/24/2013,29290075,ML5b      ,B10,Deel van radar- en C3-systeem                                               ,T,N,N,2,,Turkije                                 ,Turkije                                 ,Nederland                               ,,19000,07/31/2014
07/24/2013,29291942,ML5b      ,B10,Delen van radar-optische vuurleidingsystemen                                ,T,N,N,2,,Turkije                                 ,Turkije                                 ,Nederland                               ,,24750,07/31/2014
07/24/2013,29292167,ML11a     ,B04,Delen voor communicatiesystemen                                             ,T,N,N,2,,Oman                                    ,Oman                                    ,Nederland                               ,,5350,07/31/2014
07/25/2013,29289727,ML5b      ,A10,Delen van radar- en C3-systemen                                               ,T,N,V,2,28887272,Singapore                               ,Singapore                               ,Nederland                               ,,1400000,07/31/2014
07/25/2013,29289719,ML5b      ,A10,Delen van rondzoekradarsystemen                                               ,D,N,V,2,28887264,VS,VS,Nederland                               ,,596744,07/31/2014
07/26/2013,29283427,ML1a      ,A08,Handvuurwapens en patroonhouders,T,N,N,2,,SINT MAARTEN,SINT MAARTEN,Onbekend                                ,,1,07/31/2014
07/26/2013,29285799,ML14      ,B06,Deel van een militair simulatiesysteem                                       ,T,N,V,2,29251843,VAE,VAE,Nederland                               ,,3985,07/31/2014
07/26/2013,29289808,ML6       ,A10,Delen voor Fennek pantservoertuigen                                      ,T,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,1000000,07/31/2014
07/26/2013,29292604,ML3       ,A10,"Kogelpunten, kaliber .45                                                          ",D,N,N,2,,TSJECHIË                   ,TSJECHIË                   ,Diverse landen,,21500,12/31/2013
07/26/2013,29291713,ML1a      ,A08,"Kogelgeweer, kaliber .30-06                                                    ",D,N,N,2,,VK,VK,Onbekend                                ,,5500,09/30/2013
07/26/2013,29295271,ML1a      ,A08,"Pistool, kaliber 9 mm                                                        ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,250,09/30/2013
07/30/2013,29283915,ML11      ,B04,Data management systeem en toebehoren                                         ,D,N,N,2,,ITALIË,ALGERIJE,Nederland                               ,,810000,07/31/2014
07/31/2013,29266832,ML22a     ,B09,Technologie voor simulatie- en analysesoftware                                 ,D,N,N,2,,VS,VS,Onbekend                                ,,132000,07/31/2014
07/31/2013,29283966,ML11      ,B10,Delen van communicatiesystemen                                              ,T,N,V,2,28802617,VAE,VAE,Nederland                               ,,158000,07/31/2014
07/31/2013,29292272,ML11a     ,B10,Delen van communicatiesystemen                                              ,T,N,N,2,,Oman                                    ,Oman                                    ,Nederland                               ,,5800,07/31/2014
07/31/2013,29295085,ML1a      ,A08,"Kogelgeweren, kaliber 8x57                                                    ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Diverse landen,,100,09/30/2013
07/31/2013,29296553,ML1a      ,A08,"Kogelgeweren, kaliber 6 mm                                                    ",D,N,N,2,,ITALIË,ITALIË,Onbekend                                ,,4000,09/30/2013
07/31/2013,29296707,ML1a      ,A08,"Enkellloops kogelgeweer, kaliber 7,62 x 39                                        ",D,N,N,2,,ITALIË,ITALIË,Onbekend                                ,,150,10/31/2013
07/31/2013,29298386,ML1a      ,A08,"Kogelgeweren, diverse kalibers                                                 ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Diverse landen,,2000,09/30/2013
08/01/2013,28988060,ML5b      ,A10,Delen van radar- en C3-systemen                                               ,D,J,V,2,28565151,Turkije                                 ,Turkije                                 ,Nederland                               ,,4058672,08/31/2014
08/01/2013,29003017,ML22      ,B09,Technologie t.b.v. de bouw van een kustwachtschip                                               ,D,J,N,2,,VIETNAM                                 ,VIETNAM                                 ,Nederland                               ,,1000000,08/31/2014
08/01/2013,29003025,ML22      ,B09,Technologie t.b.v. de bouw van visserij inspectieschepen,D,J,N,2,,VIETNAM                                 ,VIETNAM                                 ,Nederland                               ,,1000000,08/31/2014
08/01/2013,29097224,ML10a     ,A10,Delen voor Tiger gevechtshelikopter                                    ,T,J,V,2,28643284,Duitsland                               ,Duitsland                               ,Nederland                               ,,112401,07/31/2014
08/01/2013,29097216,ML10a     ,A10,Delen voor Tiger gevechtshelikopters                                    ,T,J,V,2,28643187,Frankrijk                               ,Frankrijk                               ,Nederland                               ,,114473,08/31/2014
08/01/2013,29098158,ML10a     ,A10,Delen voor F-16 gevechtsvliegtuigen                                         ,T,J,V,2,28846819,VS,NAVO,VS,,126000,07/31/2014
08/01/2013,29060878,ML15d     ,B10,Koelers voor warmtebeeldcamera's                                            ,D,J,N,2,,Zuid-Korea                              ,Zuid-Korea                              ,Nederland                               ,,373500,08/31/2014
08/01/2013,29060878,ML15d     ,B10,Koelers voor warmtebeeldcamera's                                            ,D,J,N,2,,Zuid-Korea                              ,Zuid-Korea                              ,Nederland                               ,,373500,08/31/2014
08/01/2013,29072744,ML5b      ,B04,Rondzoekradarsystemen                                                               ,D,J,N,2,,Turkije                                 ,Turkmenistan                            ,Nederland                               ,,19250000,08/31/2014
08/01/2013,29072736,ML5b      ,B10,Delen van rondzoekradarsystemen                                               ,T,J,N,2,,Turkije                                 ,Turkmenistan                            ,Nederland                               ,,900000,08/31/2014
08/01/2013,29072728,ML5b      ,B10,Delen van radarvuurleidingsystemen                                                                                                                                                                                                                                                                                                                                                                              ,T,J,N,2,,Turkije                                 ,Turkmenistan                            ,Nederland                               ,,1000000,08/31/2014
08/01/2013,29105715,ML6a      ,A10,Delen van pantservoertuigen      ,T,J,N,2,,Duitsland                               ,Duitsland                               ,Duitsland                               ,,2000000,08/31/2014
08/01/2013,29105715,ML6a      ,A10,Delen van pantservoertuigen      ,T,J,N,2,,Duitsland                               ,Duitsland                               ,Duitsland                               ,,2000000,08/31/2014
08/01/2013,29098190,ML6       ,A10,Delen van Boxer pantservoertuigen                                       ,D,J,V,2,28808879,Duitsland                               ,Duitsland                               ,Nederland                               ,,1000000,07/31/2014
08/01/2013,29101590,ML6       ,A10,Delen voor Kodiak (genie)tanks                                                  ,D,J,N,2,,Zwitserland                             ,"ZWEDEN, NEDERLAND",Nederland                               ,,840478,07/31/2014
08/01/2013,29112983,ML6       ,A10,Delen voor Fuchs pantservoertuigen                                                  ,D,J,N,2,,Duitsland                               ,ALGERIJE,Nederland                               ,,34000000,09/30/2014
08/01/2013,29085757,ML15b     ,B04,Militaire camera's                                                                    ,D,J,V,2,28654847,ITALIË,ITALIË,Nederland                               ,,269798,08/31/2014
08/01/2013,29289611,ML11a     ,B04,Delen voor communicatiesystemen                                             ,T,N,N,2,,VK,VS,Canada                                  ,,26481,07/31/2014
08/01/2013,29293902,ML6       ,A10,Delen voor pantservoertuigen                                                  ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,57417,08/31/2014
08/01/2013,29293910,ML5b      ,B10,Delen van radarvuurleidingsystemen                                            ,D,N,N,2,,Turkije                                 ,Turkije                                 ,Duitsland                               ,,11960,08/31/2014
08/01/2013,29293961,ML15a     ,B04,Nachtzichtkijkers                                                             ,T,N,N,2,,VK,VK,Diverse landen                          ,,4500,07/31/2014
08/01/2013,29294941,ML11a     ,B04,Electronische apparatuur voor militair gebruik                                ,T,N,N,2,,VS,VS,Onbekend                                ,,4476,07/31/2014
08/01/2013,29295239,ML3       ,A10,Onderdelen van patroonbanden                                                  ,D,N,N,2,,Frankrijk                               ,Spanje                                  ,Nederland                               ,,450,07/31/2014
08/02/2013,29276714,ML22      ,B09,Testrapporten over decontaminatieapparatuur ,D,N,N,2,,India                                   ,India                                   ,Onbekend                                ,,50000,08/31/2014
08/02/2013,29281335,ML9a      ,B10,Delen voor een bevoorradingssysteem                                        ,D,N,N,2,,INDONESIË                               ,INDONESIË                               ,Nederland                               ,,444000,08/31/2014
08/02/2013,29283311,ML6       ,B10,Delen voor een Kodiak (genie)tank                              ,D,N,N,2,,Zwitserland                             ,Singapore                               ,Nederland                               ,,129360,08/31/2014
08/02/2013,29286426,ML1a      ,A08,"Pistool, kaliber 9 mm                                                        ",D,N,N,2,,Turkije                                 ,Turkije                                 ,Duitsland                               ,,1697,11/30/2013
08/02/2013,29295069,ML5b      ,B10,Delen van radarvuurleidingsystemen                                            ,D,N,N,2,,Turkije                                 ,Turkije                                 ,Diverse landen                          ,,7396,08/31/2014
08/02/2013,29297010,ML15d     ,B04,Infraroodkijkers met toebehoren                                               ,T,N,N,2,,VS,VS,Onbekend                                ,,11700000,08/31/2014
08/05/2013,29299811,ML2a      ,A10,Lanceerinrichting voor luchtdoelraketten                          ,T,N,N,2,,Polen                                   ,Polen                                   ,Nederland                               ,,160000,08/31/2014
08/06/2013,29286973,ML10a     ,B10,Delen van HN90 helikopters                                              ,D,N,V,2,29101442,NAVO,NAVO,Diverse landen                          ,,341502,08/31/2014
08/06/2013,29295468,ML1a      ,A08,"Pistool, kaliber 9 mm                                                        ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,350,09/30/2013
08/06/2013,29298963,ML10a     ,A10,Delen voor F-16 gevechtsvliegtuigen                                         ,T,N,N,3,,Thailand                                ,Thailand                                ,VS,,679446,12/31/2013
08/06/2013,29288143,ML1a      ,A08,Enkelloops kogelgeweren                                                       ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Diverse landen                          ,,4000,09/30/2013
08/07/2013,29256373,ML5b      ,B10,Delen van radar- en C3-systemen                                               ,T,N,N,2,,China                                   ,ALGERIJE,Nederland                               ,,900000,08/31/2014
08/07/2013,29256357,ML5b      ,B10,Delen van radar- en C3-systemen                                               ,D,N,N,2,,China                                   ,ALGERIJE,Nederland                               ,,19300000,08/31/2014
08/07/2013,29269181,ML11      ,B04,Data management systemen                                           ,D,N,N,2,,Spanje                                  ,Oman                                    ,Duitsland                               ,,1320219,08/31/2014
08/07/2013,29299803,ML15b     ,B04,CCD Camera's  voor militair gebruik                                                                 ,T,N,N,2,,VS,VS,Nederland                               ,,3359,08/31/2014
08/07/2013,29299102,ML3       ,A09,"Patronen, kaliber 9 mm                                                         ",T,N,N,3,,Koeweit                                 ,Koeweit                                 ,België                                  ,,74,09/30/2013
08/07/2013,29300771,ML1a      ,A08,"Pistolen, kaliber 9 mm                                                        ",T,N,N,3,,Koeweit                                 ,Koeweit                                 ,België                                  ,,533,09/30/2013
08/08/2013,29283524,ML15d     ,B10,Koelers voor warmtebeeldcamera's                                            ,T,N,N,2,,Turkije                                 ,Turkije                                 ,Nederland                               ,,6000,08/31/2014
08/08/2013,29292108,ML1a      ,A08,Kogelgeweer en wisselloop                                                    ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,2485,09/30/2013
08/08/2013,29295999,ML1a      ,A08,"Kogelgeweer, kaliber .30-06                                                    ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Duitsland                               ,,1000,09/09/2013
08/08/2013,29295964,ML2a      ,A10,Onderdelen voor Sea Sparrow lanceerinrichting                                          ,T,N,N,2,,VS,Japan                                   ,Nederland                               ,,9059,08/31/2014
08/08/2013,29297533,ML10a     ,A10,Deel voor F-16 gevechtsvliegtuig                                         ,T,N,N,2,,VS,VS,VS,,8740,08/31/2014
08/08/2013,29297363,ML10a     ,A10,Delen voor F-16 gevechtsvliegtuigen                                         ,T,N,N,2,,VS,VS,VS,,18560,08/31/2014
08/08/2013,29297371,ML10a     ,A10,Deel voor F-16 gevechtsvliegtuig                                         ,T,N,N,2,,VS,VS,VS,,11500,08/31/2014
08/08/2013,29299862,ML10d     ,A10,Deel voor een Rafale gevechtsvliegtuig                                  ,T,N,N,2,,Frankrijk                               ,Frankrijk                               ,Onbekend                                ,,94800,08/31/2014
08/08/2013,29299226,ML1a      ,A08,"Pistool, kaliber .357                                                            ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,600,10/31/2013
08/09/2013,29296685,ML5a      ,B10,Delen voor Leopard 2 tanks                                        ,D,N,N,2,,Spanje                                  ,Finland                                 ,Nederland                               ,,32085,08/31/2014
08/12/2013,29291985,ML10a     ,A10,Delen voor JSF gevechtsvliegtuigen                                            ,D,N,N,2,,VS,VS,Nederland                               ,,399568,08/31/2014
08/12/2013,29302383,ML5b      ,A10,Delen van elektro-optische vuurleidingssystemen,D,N,V,2,29072833,Thailand                                ,Thailand                                ,Nederland                               ,,10420,08/31/2014
08/13/2013,29298483,ML5b      ,A10,Delen van radar- en C3-systemen                                               ,T,N,N,2,,MALEISIË                                ,MALEISIË                                ,Nederland                               ,,110400,08/31/2014
08/14/2013,29303789,ML2a      ,A03,Boordkanon voor een F-16 gevechtsvliegtuig,T,N,N,2,,Zwitserland                             ,Zwitserland                             ,Nederland                               ,,345880,08/31/2014
08/14/2013,29304068,ML3a      ,A09,"Patronen, kaliber 20mm                                                        ",D,N,N,2,,Zwitserland                             ,Zwitserland                             ,Nederland                               ,,13410,08/31/2014
08/15/2013,29301808,ML1a      ,A08,Kogelgeweer en wisselloop                                                 ,D,N,N,2,,Duitsland                               ,Duitsland                               ,VS,,2300,10/15/2013
08/16/2013,29297193,ML3a      ,A09,"Kogelpunten, kaliber .30                                                      ",D,N,N,2,,Finland                                 ,Finland                                 ,Onbekend                                ,,63,09/16/2013
08/16/2013,29300313,ML1a      ,A08,Kogelgeweer en wisselloop                                                    ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Duitsland                               ,,11000,10/22/2013
08/16/2013,29298602,ML1a      ,A08,"Pistool, kaliber 9 mm                                                        ",D,N,N,2,,TSJECHIË                   ,TSJECHIË                   ,VS,,400,10/20/2013
08/16/2013,29302480,ML1a      ,A08,"Pistool, kaliber .357                                                            ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Israël                                  ,,600,10/20/2013
08/19/2013,29286922,ML6a      ,A10,Tankmotoren (voor civiel gebruik)                                                    ,D,N,N,2,,VAE,VAE,Duitsland                               ,,72000,08/31/2014
08/20/2013,29248567,ML7f1     ,B05,Gasmaskers                                                                                                                                                                                                                                                                                                                                                                                                      ,D,N,N,2,,EU,EU,Diverse landen                          ,,10000,08/31/2014
08/20/2013,29260656,ML9a      ,B03,Bevoorradingsschip (ter ontmanteling)                                        ,D,N,N,2,,Turkije                                 ,Turkije                                 ,Nederland                               ,,1345000,08/31/2014
08/20/2013,29273057,"ML10a,f",A10,Delen voor F-16 gevechtsvliegtuigen,T,N,N,2,,"NAVO, ISRAËL, ZUID KOREA","NAVO, ISRAËL, ZUID KOREA",VS,,2000000,08/31/2014
08/20/2013,29285187,ML22      ,B09,Technologie voor militaire vliegtuigen,D,N,N,2,,EU,EU,Nederland                               ,,0,08/31/2014
08/20/2013,29299323,ML6a      ,A10,Deel voor een Leopard tank                                                    ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,6720,08/31/2014
08/20/2013,29298491,ML6a      ,A10,Delen voor M60 tanks                                                             ,D,N,N,2,,VS,VS,VS,,10041,08/31/2014
08/20/2013,29300860,ML10a     ,A10,Delen voor F-16 gevechtsvliegtuigen                                         ,D,N,N,2,,Noorwegen                               ,Noorwegen                               ,VS,,114769,08/31/2014
08/20/2013,29300933,ML10a     ,A10,Delen voor militaire transporthelikopters                                  ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,9200,08/31/2014
08/20/2013,29302243,ML6a      ,A10,Delen voor Boxer pantservoertuigen      ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,60000,08/31/2014
08/20/2013,29302065,ML10a     ,A10,Delen voor gevechtsvliegtuigen                                                ,D,N,N,2,,Zwitserland                             ,Zwitserland                             ,VS,,57677,08/31/2014
08/20/2013,29305544,ML2a      ,A10,Delen voor luchtafweergeschut                                          ,T,N,N,2,,Noorwegen                               ,Noorwegen                               ,Noorwegen                               ,,10000,08/31/2014
08/21/2013,29297541,ML10a     ,A10,Deel van een F-16 gevechtsvliegtuig                                         ,T,N,N,2,,Turkije                                 ,Pakistan                                ,VS,,500000,08/31/2014
08/21/2013,29302170,ML11a     ,B04,Communicatiesysteem                                             ,T,N,N,2,,VS,Denemarken                              ,VS,,12381,08/31/2014
08/21/2013,29303460,ML1a      ,A08,"Pistool, kaliber 9 mm                                                        ",D,N,N,2,,Aruba                                   ,Aruba                                   ,Onbekend                                ,,250,12/31/2013
08/22/2013,29295646,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber .308                                         ",D,N,N,2,,ITALIË,ITALIË,VS,,1300,09/19/2013
08/22/2013,29300984,ML1a      ,A09,"Kogelgeweer, kaliber .30-06                                                    ",D,N,N,2,,TANZANIA         ,TANZANIA         ,Duitsland                               ,,3500,10/09/2013
08/22/2013,29302715,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber .308                                         ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,275,09/22/2013
08/22/2013,29305331,ML1a      ,A08,"Kogelgeweren, diverse kalibers                                                 ",D,N,N,3,,CURACAO,CURACAO,Tsjechië,,26650,09/23/2013
08/22/2013,29301697,ML1a      ,A08,"Combinatiegeweer, kaliber 12/.222                                            ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,10,10/15/2013
08/22/2013,29306052,ML3a      ,A09,"Patronen, kaliber .30-06                                                      ",D,N,N,2,,TANZANIA         ,TANZANIA         ,Onbekend                                ,,225,10/09/2013
08/22/2013,29305935,ML1a      ,A08,"Pistool, kaliber .40S&W                                                      ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Duitsland                               ,,509,10/22/2013
08/23/2013,29305862,ML6       ,A10,Loopwielen voor pantservoertuigen                                     ,T,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,8400,08/31/2014
08/26/2013,29281432,ML10a     ,B10,Delen voor Sea King helikopters                                             ,D,N,V,2,29238081,Pakistan                                ,Pakistan                                ,Onbekend                                ,,60000,05/31/2014
08/26/2013,29308934,ML1a      ,A08,"Pistool, kaiber .357                                                            ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Israël                                  ,,600,10/20/2013
08/27/2013,29307733,ML1a      ,A08,"Revolver, kaliber .44                                                        ",D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,200,10/31/2013
08/28/2013,29286752,ML5b      ,B10,Delen van radar- en C3-systemen                                               ,T,N,N,2,,MALEISIË                                ,MALEISIË                                ,Nederland                               ,,20000,08/31/2014
08/28/2013,29293775,ML5b      ,B10,Delen van rondzoekradarsystemen                                               ,T,N,N,2,,MALEISIË                                ,MALEISIË                                ,Nederland                               ,,5000,08/31/2014
08/28/2013,29300216,"ML5,9,11",B09,Goederen ter reparatie,D,N,N,2,,VS,VS,Nederland                               ,,250000,08/31/2014
08/28/2013,29301093,ML15d     ,B10,Delen voor nachtzichtapparatuur ,D,N,N,2,,Denemarken                              ,Denemarken                              ,Nederland                               ,,2700,08/31/2014
08/29/2013,29273472,ML3       ,A09,"Munitie, kaliber 120 mm                                                           ",D,N,N,2,,Duitsland                               ,Singapore                               ,Duitsland                               ,,45000,08/31/2014
08/29/2013,29288828,ML5b      ,B10,Deel van een radar-optische vuurleidingsysteem                                ,T,N,N,2,,Turkije                                 ,Turkije                                 ,Nederland                               ,,299000,08/31/2014
08/29/2013,29299846,ML15b     ,B04,CCD Camera's  voor militair gebruik                                                                 ,T,N,N,2,,VS,VS,Nederland                               ,,6719,08/31/2014
08/29/2013,29302057,ML9a      ,A10,Delen van militaire vaartuigen                                                ,D,N,V,2,29104492,INDONESIË                               ,INDONESIË                               ,Nederland                               ,,1000000,08/31/2014
08/29/2013,29304009,ML6       ,A10,Delen voor Puma pantserrupsvoertuigen                                                  ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,6917,08/31/2014
08/29/2013,29303991,ML6       ,A10,Delen voor Puma pantserrupsvoertuigen ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,5888,08/31/2014
08/29/2013,29303797,ML6       ,A10,Delen voor Puma pantserrupsvoertuigen ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,3120,08/31/2014
08/29/2013,29304270,ML15d     ,B10,Delen voor warmtebeeldcamera's                                ,T,N,N,2,,VS,VS,Nederland                               ,,22892,08/31/2014
08/29/2013,29306354,ML6       ,A10,Delen voor Puma pantserrupsvoertuigen,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,48692,08/31/2014
08/29/2013,29306850,ML6       ,A10,Delen voor pantservoertuigen                                                  ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,80000,08/31/2014
08/29/2013,29310025,ML1a      ,A08,"Kogelgeweer, kaliber 7 mm                                                    ",D,N,N,2,,VK,VK,Onbekend                                ,,950,11/30/2013
08/29/2013,29309728,ML1a      ,A08,Kogelgeweer kaliber .223                                                      ,D,N,N,2,,Duitsland                               ,Duitsland                               ,Onbekend                                ,,850,10/31/2013
09/01/2013,29121133,ML15d     ,B04,Warmtebeeldcamera's                                                           ,D,J,N,2,,Zweden                                  ,Zweden                                  ,Nederland                               ,,1542585,08/31/2014
09/01/2013,29098344,ML22      ,B10,Technologie voor volg- en rondzoekradarsystemen,D,J,V,2,28659032,VS,VS,Nederland                               ,,98200,08/31/2014
09/01/2013,29060754,ML22      ,B09,Technologie voor vuurleidingsystemen                                     ,D,J,V,2,28624549,ITALIË,ITALIË,Nederland                               ,,6000,07/31/2014
09/01/2013,29107793,ML6a      ,A10,Delen voor CV90 gevechtsvoertuigen                                                    ,T,J,N,2,,Denemarken                              ,Denemarken                              ,Nederland                               ,,1100,08/31/2014
09/01/2013,29107807,ML6a      ,A10,Delen voor CV90 gevechtsvoertuigen  ,T,J,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,1100,08/31/2014
09/01/2013,29107815,ML6a      ,A10,Delen voor tanks                                                             ,D,J,N,2,,Duitsland                               ,Duitsland                               ,Nederland                               ,,192150,08/31/2014
09/01/2013,29118523,ML6       ,A10,Delen voor pantservoertuigen                                                                                                                                                                                                                                                                                                                                                                                    ,D,J,V,2,28984111,Duitsland                               ,Duitsland                               ,Nederland                               ,,400000,08/31/2014
09/01/2013,29118035,ML4b      ,A10,Delen van lanceerinstallaties voor decoys,D,J,V,2,28741219,Denemarken                              ,Denemarken                              ,Nederland                               ,,49947,08/31/2014
09/01/2013,29057915,ML9a      ,B10,RAS/FAS bevoorradingssystemen                                                 ,D,J,N,2,,INDONESIË                               ,INDONESIË                               ,Nederland                               ,,2690000,08/31/2014
09/01/2013,29116830,ML5b      ,B10,Delen van rondzoekradars                        ,D,J,V,2,28641850,Pakistan                                ,Pakistan                                ,Nederland                               ,,1000000,08/31/2014
09/01/2013,29116857,ML22      ,B09,Technologie voor radarvuurleidingssysteem,T,J,N,2,,Singapore                               ,Singapore                               ,Nederland                               ,,150000,08/31/2014
09/01/2013,29124493,ML16      ,A10,Delen voor brandstoftanks,D,J,N,2,,VK,VS,Nederland                               ,,1000000,08/31/2014
09/01/2013,29085749,ML15d     ,B04,Warmtebeeldcamera's                                                           ,T,J,V,2,28641435,Zuid-Afrika                             ,Zuid-Afrika                             ,Nederland                               ,,913700,09/30/2014
09/01/2013,29103976,ML10a     ,B10,Delen voor C27J transportvliegtuigen                                           ,D,J,N,2,,VK,Italië                                  ,Nederland                               ,,28504,09/30/2014
09/01/2013,29129495,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,J,N,2,,Zweden                                  ,Zweden                                  ,Onbekend                                ,,1800,09/30/2014
09/01/2013,29129479,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,J,N,2,,Zweden                                  ,Zweden                                  ,Onbekend                                ,,2500,09/30/2014
09/01/2013,29129436,ML3       ,A09,"Patronen, kaliber 7,62x39                                                     ",D,J,N,2,,Zweden                                  ,Zweden                                  ,Rusland                                 ,,180,09/30/2014
09/01/2013,29129320,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,J,N,2,,Zweden                                  ,Zweden                                  ,Onbekend                                ,,3500,09/30/2014
09/01/2013,29129002,ML5b      ,B10,Delen van C3-consoles en subsystemen                                                                 ,D,J,N,2,,Polen                                   ,Polen                                   ,Nederland                               ,,735990,09/30/2014
09/01/2013,29131791,ML4a      ,A10,Delen van anti-tank-raketten                                                  ,D,J,N,2,,ITALIË,ITALIË,Nederland                               ,,792100,09/30/2014
09/01/2013,29274401,ML3       ,A09,"Patronen, diverse kalibers                                                    ",D,J,N,2,,Noorwegen                               ,Noorwegen                               ,Diverse landen,,770,09/30/2014
09/01/2013,29127948,ML22      ,B09,Technologie voor radar- en C3-systemen                                               ,D,J,N,2,,Qatar                                   ,Qatar                                   ,Nederland                               ,,50000,09/30/2014
