afgifte datum,nummer,SGP,CAT,goederen omschrijving,D/T,Verl.,V/N,U/D,T.v.v.,land van bestemming,land van eindbestemming,oorsprong /herkomst,land van oorsprong,waarde (€),verval datum
02/11/2011,28768966,ML5b      ,B10,C-2 consoles en cabinetten,D,N,V,2,28415362,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,208070,02/29/2012
02/11/2011,28768974,ML5b      ,A10,Delen voor C-3 consoles en subsystemen,T,N,N,2,,MAROKKO                                 ,MAROKKO                                 ,DIV                          ,,7000000,02/29/2012
02/11/2011,28769059,ML5b      ,A10,Delen van C-3 systemen en subsystemen,T,N,N,2,,MAROKKO                                 ,MAROKKO                                 ,DIV                          ,,5000000,02/29/2012
02/11/2011,28769067,ML5b      ,B10,Deel van short range luchtafweersysteem,T,N,N,2,,ZUID-KOREA                              ,ZUID-KOREA                              ,NEDERLAND                               ,,19904,02/29/2012
02/11/2011,28771320,ML3       ,A09,"Patronen en kogelpunten, diverse kalibers",D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,DIV                          ,,7350,02/28/2012
02/11/2011,28772254,ML1a      ,A08,"Revolver, kaliber .357",D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,DIV                          ,,1040,02/28/2012
02/11/2011,28772262,ML3       ,A10,"Patronen, kalibers .357, .44, .45 en 9mm",D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,DIV                          ,,1700,02/28/2012
02/11/2011,28772351,ML3       ,A09,"Patronen, kalibers 7,62x39 en .308",D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,DIV                          ,,600,02/28/2012
02/14/2011,28759762,ML5b      ,B10,Delen voor vuurleidingsystemen,D,N,N,2,,TURKIJE                                 ,TURKIJE                                 ,NEDERLAND                               ,,16000,02/29/2012
02/14/2011,28759886,ML22      ,B09,Technologie voor beeldschermen vuurleidingssystemen,D,N,N,2,,INDIA                                   ,INDIA                                   ,NEDERLAND                               ,,5000,02/29/2012
02/14/2011,28759789,ML5b      ,B10,Delen van vuurleidingssystemen,T,N,N,2,,INDIA                                   ,INDIA                                   ,INDIA                                   ,,30000,02/29/2012
02/14/2011,28762119,ML14      ,B10,Delen van houwitser simulatoren,D,N,V,2,28350058,SINGAPORE                               ,SINGAPORE                               ,NEDERLAND                               ,,505873,02/29/2012
02/14/2011,28770677,ML10d     ,A10,Delen voor militaire helikopters,D,N,N,2,,VK                     ,VK                     ,VK                     ,,82225,02/29/2012
02/14/2011,28770731,ML3       ,A10,Kogelpunten,D,N,N,2,,ZWITSERLAND                             ,ZWITSERLAND                             ,ZUID-AFRIKA                             ,,150,02/29/2012
02/14/2011,28771169,DIV,A/B10,Globale vergunning voor demonstratie van onderdelen,T,N,V,2,28569513,NAVO+,NAVO+,DIV                          ,,191744838,02/29/2012
02/14/2011,28771266,DIV,A/B10,Globale vergunning voor demonstratie en reparatie,T,N,V,2,28569491,EU,EU,DIV                          ,,423749242,02/29/2012
02/14/2011,28771274,DIV,A/B10,Globale vergunning voor leveranties < 1000 euro,D,N,V,2,28569505,EU,EU,DIV                          ,,9346785,02/29/2012
02/14/2011,28773765,DIV,A/B10,Globale vergunning voor leveranties < 1000 euro,D,N,V,2,28569432,NAVO+,NAVO+,DIV                          ,,9964404,02/29/2012
02/15/2011,28761341,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber 7,62x51 mm",T,N,N,2,,EU,EU,DIV                          ,,500,12/31/2011
02/15/2011,28762097,ML2       ,A10,Delen voor houwitsers,D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,105000,02/29/2012
02/15/2011,28767420,"ML10a,b",A/B10,Vliegtuigbanden,D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,VS            ,,426839,02/29/2012
02/15/2011,28772157,ML6       ,A10,Delen van houwitsers,D,N,N,2,,SPANJE                                  ,SPANJE                                  ,VS            ,,3535,02/29/2012
02/15/2011,28772165,ML6       ,A10,Delen van houwitsers,D,N,N,2,,SPANJE                                  ,SPANJE                                  ,VS            ,,900,02/29/2012
02/15/2011,28771878,ML1a      ,A08,"Pistool, kaliber .50",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,ISRAËL                                  ,,800,02/28/2012
02/15/2011,28773315,ML1a      ,A08,"Pistool, kaliber 9 mm Para",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,1475,02/28/2012
02/15/2011,28772416,ML1a      ,A10,"Lopen, kaliber .30-06 Sprfd",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,VS            ,,2000,02/28/2012
02/15/2011,28775350,ML1a      ,A08,"Pistool, kaliber .45ACP",D,N,V,2,28762003,TURKIJE                                 ,TURKIJE                                 ,DUITSLAND                               ,,2008,02/28/2012
02/16/2011,28743025,ML5b      ,A10,Rondzoekradar en IFF-systemen ,D,N,V,2,28288476,TURKIJE                                 ,TURKIJE                                 ,DIV                          ,,7889824,02/29/2012
02/16/2011,28768958,ML5b      ,A10,Delen van radar-optische vuurleidingssystemen,T,N,V,2,28403992,THAILAND                                ,THAILAND                                ,DIV                          ,,290900,02/29/2012
02/16/2011,28770596,ML1a      ,A08,"Enkelloops kogelgeweer (incl. Vizier), kaliber .308 Win",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,2000,03/31/2011
02/16/2011,28770510,ML1a      ,A08,"Enkelloops kogelgewer, kaliber .222 Rem",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,950,03/31/2011
02/16/2011,28772092,ML6       ,A10,Delen van tanks,D,N,N,2,,SPANJE                                  ,SPANJE                                  ,VS            ,,5140,02/29/2012
02/17/2011,28766297,ML11      ,B10,Delen voor communicatiesystemen,T,N,N,2,,VAE            ,VAE            ,NEDERLAND                               ,,20000,02/29/2012
02/17/2011,28770839,ML10a     ,A10,Delen voor F-16 gevechtsvliegtuigen,T,N,N,2,,DENEMARKEN                              ,NEDERLAND                               ,DENEMARKEN                              ,,157000,02/29/2012
02/17/2011,28773277,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber 7x64 mm",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,OOSTENRIJK                              ,,200,03/31/2011
02/17/2011,28775598,ML3       ,A10,"Kogelpunten, diverse kleinkalibers",D,N,N,2,,FINLAND                                 ,FINLAND                                 ,DIV                          ,,15000,02/28/2012
02/18/2011,28771894,ML10a     ,A10,Delen van F-16 gevechtsvliegtuigen,T,N,N,2,,BELGIË                                  ,NOORWEGEN                               ,VS            ,,450010,02/29/2012
02/21/2011,28773110,ML6       ,A10,Delen van Leopard II tanks,T,N,N,2,,DENEMARKEN                              ,DENEMARKEN                              ,NEDERLAND                               ,,7650,02/29/2012
02/21/2011,28773102,ML6       ,A10,Delen van Leopard II tanks,T,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,15000,02/29/2012
02/21/2011,28774974,ML9       ,A10,Delen van oorlogsschepen,T,N,N,2,,VK                     ,VK                     ,VK                     ,,36191,02/29/2012
02/22/2011,28773587,ML1a      ,A08,"Kogelgeweer, kaliber .308",D,N,N,2,,HONGARIJE                               ,HONGARIJE                               ,DIV                          ,,645,05/31/2011
02/22/2011,28775067,ML3       ,A10,Schakels voor patroonbanden,D,N,N,2,,FRANKRIJK                               ,DUITSLAND                               ,NEDERLAND                               ,,249125,02/29/2012
02/22/2011,28775237,ML3       ,A10,Schakels voor patroonbanden,D,N,N,2,,FRANKRIJK                               ,ZWITSERLAND                             ,NEDERLAND                               ,,5700,02/29/2012
02/22/2011,28774931,ML3       ,A10,Schakels voor patroonbanden,D,N,N,2,,FRANKRIJK                               ,DUITSLAND                               ,NEDERLAND                               ,,5070,02/29/2012
02/22/2011,28776209,"ML10a,b",A/B10,Delen van militaire gevechtsvliegtuigen en militaire helikopters,D,N,N,2,,EU,EU,NEDERLAND                               ,,18700000,02/29/2012
02/22/2011,28776098,"ML10a,b",A/B10,Delen voor militaire gevechtsvliegtuigen en militaire helikopters,D,N,N,2,,NAVO+,NAVO+,NEDERLAND                               ,,12000000,02/29/2012
02/22/2011,28776950,ML5b      ,B10,Delen van radar- en detectiesystemen,D,N,N,2,,CANADA                                  ,CANADA                                  ,VK                     ,,12352,02/29/2012
02/22/2011,28776969,ML5b      ,B10,Delen van vuurleidingssystemen,D,N,N,2,,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,54020,02/29/2012
02/22/2011,28776977,ML15d     ,B10,Cryogene koeler,D,N,N,2,,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,5750,02/29/2012
02/22/2011,28778880,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber 8x57mm",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,150,03/31/2011
02/22/2011,28766262,ML6       ,A01,Tank met gedeactiveerde vuurmond,D,N,N,2,,LETLAND                                 ,LETLAND                                 ,RUSLAND                                 ,,28000,02/28/2012
02/23/2011,28764081,ML14      ,B10,Hydraulisch systeem voor helikoptersimulator,D,N,N,2,,TURKIJE                                 ,TURKIJE                                 ,DIV                          ,,607466,02/29/2012
02/23/2011,28776551,ML10a     ,A10,Delen voor Eurofighter gevechtsvliegtuigen,T,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DIV                          ,,90000,02/29/2012
02/23/2011,28778864,ML1a      ,A08,"Kogelgeweer, kaliber .308",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DIV                          ,,750,02/28/2012
02/24/2011,28766386,ML15d     ,B10,Delen en toebehoren voor warmtebeeldcamera's,D,N,N,2,,TURKIJE                                 ,TURKIJE                                 ,NEDERLAND                               ,,94080,02/29/2012
02/24/2011,28774966,ML10b,B10,Delen van militaire vliegtuigen,D,N,N,2,,FRANKRIJK                               ,FRANKRIJK                               ,ONBEKEND                                ,,7224690,02/29/2012
02/24/2011,28778201,ML1a      ,A08,"Kogelgeweer, kaliber .308",D,N,N,2,,SLOWAKIJE                               ,SLOWAKIJE                               ,VS            ,,1600,02/28/2012
02/24/2011,28779364,ML1a      ,A08,"Revolver, kaliber .357M/.38Sp",D,N,N,2,,VK                     ,VK                     ,DIV                          ,,500,02/28/2012
02/25/2011,28774060,ML10a     ,A10,Houders voor remparachutes voor F-16 gevechtsvliegtuigen,D,N,V,2,28110235,ISRAËL                                  ,VS            ,DENEMARKEN                              ,,2536428,03/31/2012
02/25/2011,28777922,ML6       ,A10,Delen voor militaire rupsvoertuigen,D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,250000,12/31/2011
02/25/2011,28777833,ML6       ,B10,Delen voor militaire wielvoertuigen,D,N,N,2,,EU,EU,NEDERLAND                               ,,1203000,12/31/2011
02/25/2011,28777825,ML6       ,A10,Delen voor militaire rupsvoertuigen,D,N,N,2,,VS           ,VS           ,NEDERLAND                               ,,240000,12/31/2011
02/25/2011,28777736,ML6       ,B10,Delen voor militaire wielvoertuigen,D,N,N,2,,VS    ,VS    ,NEDERLAND                               ,,5310000,12/31/2011
02/28/2011,28784015,ML6       ,A10,Delen van Boxer pantservoertuigen,D,N,V,2,28415133,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,9835230,02/28/2012
03/01/2011,28579292,ML5b      ,A10,Delen voor elektro-optische vuurleidingssystemen,T,J,N,2,,THAILAND                                ,THAILAND                                ,DIVERSE                          ,,750000,03/31/2012
03/01/2011,28579314,ML5b      ,A10,Delen voor elektro-optische vuurleidingssystemen                                                                                                                                                                                                                                                                     ,T,J,N,2,,THAILAND                                ,THAILAND                                ,DIVERSE                          ,,750000,03/31/2012
03/01/2011,28579322,ML5b      ,A10,Delen voor elektro-optische vuurleidingssystemen,T,J,N,2,,THAILAND                                ,THAILAND                                ,DIVERSE                          ,,750000,03/31/2012
03/01/2011,28579381,ML5b      ,A10,Delen voor elektro-optische vuurleidingsystemen,T,J,N,2,,THAILAND                                ,THAILAND                                ,DIVERSE                          ,,750000,03/31/2012
03/01/2011,28585403,ML13b     ,B07,Gepantserde schuileenheden,D,J,N,2,,FINLAND                                 ,FINLAND                                 ,NEDERLAND                               ,,588000,03/31/2012
03/01/2011,28585497,ML5b      ,A10,Delen radar en radarvuurleidingsystemen,D,J,N,2,,PORTUGAL                                ,PORTUGAL                                ,DIVERSE                          ,,291158,03/31/2012
03/01/2011,28588364,ML5b      ,A10,Long range rondzoekradar alsmede technologie daarvoor,D,J,V,2,28585470,VK                     ,ONBEKEND              ,NEDERLAND                               ,,11837193,03/31/2012
03/01/2011,28588410,ML10a     ,A10,AIO-modules voor Modular Mission Computers t.b.v. F-16 gevechtsvliegtuigen,D,J,V,2,28585500,VS            ,VS            ,NEDERLAND                               ,,7995184,03/31/2012
03/01/2011,28592124,ML6       ,A10,Delen voor pantservoertuigen,D,J,N,2,,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,742315,03/31/2012
03/01/2011,28592957,ML6       ,A10,Delen van pantservoertuigen,D,J,N,2,,DUITSLAND                               ,DUITSLAND                               ,VS            ,,100000,03/31/2012
03/01/2011,28592965,ML10a     ,A10,Delen van F-16 gevechtsvliegtuigen,D,J,N,2,,VS            ,VS            ,VS            ,,5326,03/31/2012
03/01/2011,28593066,ML5b      ,A10,Delen van rondzoekradars,D,J,N,2,,MALEISIË                                ,MALEISIË                                ,DIVERSE                          ,,500000,03/31/2012
03/01/2011,28593074,ML5b      ,A10,Delen van rondzoekradars,T,J,N,2,,MALEISIË                                ,MALEISIË                                ,DIVERSE                          ,,200000,03/31/2012
03/01/2011,28593082,ML5b      ,A10,Delen van rondzoekradars,T,J,N,2,,MALEISIË                                ,MALEISIË                                ,DIVERSE                          ,,500000,03/31/2012
03/01/2011,28755910,ML10d     ,A10,Delen van motoren t.b.v. F-16 gevechtsvliegtuigen,D,N,N,2,,VS  ,VS  ,VS            ,,1305639,02/29/2012
03/01/2011,28765614,ML10a     ,A10,Delen van F-15 en F-16 gevechtsvliegtuigen,T,N,N,2,,VS          ,THAILAND                                ,VS            ,,40000,03/31/2012
03/01/2011,28767455,ML1a      ,A10,Patroonhouders,D,N,N,2,,ZUID-AFRIKA                             ,ZUID-AFRIKA                             ,DUITSLAND                               ,,350,03/31/2012
03/01/2011,28770944,ML1a      ,A08,"Pistool, kaliber .45 ACP",D,N,N,2,,TSJECHIË                   ,TSJECHIË                   ,DIV                          ,,500,04/30/2011
03/01/2011,28775059,ML4b      ,A10,Delen voor lanceerinrichting anti-tank-raket,D,N,N,2,,FINLAND                                 ,FINLAND                                 ,NEDERLAND                               ,,13899,03/31/2012
03/01/2011,28778120,ML1a      ,A10,"Wisselloop, kaliber .270 WSM",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,300,04/30/2011
03/01/2011,28780141,ML1a      ,A08,"Kogelgeweer, kaliber .300 Win-Mag",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,1500,04/30/2011
03/01/2011,28782705,ML1a      ,A10,Pistoolslede's,D,N,N,2,,OOSTENRIJK                              ,OOSTENRIJK                              ,DUITSLAND                               ,,400,02/28/2012
03/02/2011,28776586,ML5       ,B10,Delen voor radarsystemen,T,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,ONBEKEND                                ,,2000000,03/31/2012
03/02/2011,28776845,ML5b      ,A10,Delen voor long range radarsystemen,D,N,N,2,,VK                     ,VK                     ,ONBEKEND                                ,,688977,03/31/2012
03/02/2011,28780532,ML3       ,A10,Stalen hulzen,T,N,N,2,,ZWITSERLAND                             ,ZWITSERLAND                             ,ONBEKEND                                ,,214,03/31/2012
03/02/2011,28781520,ML3       ,A10,"Kogelpunten, diverse kleinkalibers",D,N,N,2,,FINLAND                                 ,FINLAND                                 ,ONBEKEND                                ,,6000,02/28/2012
03/04/2011,28767579,ML6       ,A10,Tankwielen voor Leopard II tanks,D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,11900,03/31/2012
03/04/2011,28772084,ML10a     ,A10,Delen van F-16 gevechtsvliegtuigen,T,N,N,2,,BELGIË                                  ,PAKISTAN                                ,VS            ,,82600,03/31/2012
03/04/2011,28777051,ML10b     ,B10,Deel van militair vliegtuig,T,N,N,2,,VK                     ,NEDERLAND                               ,VK                     ,,1417,03/31/2012
03/04/2011,28783345,ML3       ,A09,"Patronen, diverse kalibers",D,N,N,2,,VK                     ,VK                     ,ONBEKEND                                ,,35000,02/28/2012
03/07/2011,28776462,ML6       ,A10,Delen voor Leopard II tanks,T,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,1400000,03/31/2012
03/07/2011,28777612,ML10a     ,A10,Houders voor remparachutes voor F-16 gevechtsvliegtuigen,D,N,N,2,,ISRAËL                                  ,VS            ,DENEMARKEN                              ,,6984126,04/30/2012
03/08/2011,28778910,ML10b     ,B10,Band voor C-130 transportvliegtuigen,D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,VS            ,,3122,03/31/2012
03/09/2011,28789343,"ML1,3",A10,"Pistolen en munitie, kaliber 9mm",T,N,N,2,,NEDERLANDSE ANTILLEN,NEDERLANDSE ANTILLEN,ONBEKEND                                ,,8350,03/31/2012
03/15/2011,28783566,ML14      ,B10,G-Seat systeem voor CH-47 helikoptersimulator,D,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,1604440,03/31/2012
03/15/2011,28793049,ML4a      ,A09,"Anti tank raket, inert",D,N,N,2,,VS            ,VS            ,BULGARIJE                               ,,1389,03/31/2012
03/15/2011,28793162,ML4a      ,A09,"Handgranaten, inert",D,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,74,03/31/2012
03/16/2011,28769075,ML5b      ,A10,Delen van short-range luchtafweersystemen,D,N,V,2,28406495,ZUID-KOREA                              ,ZUID-KOREA                              ,DIV                          ,,131262,03/31/2012
03/16/2011,28789386,ML10a     ,A10,Delen voor MIG-29 gevechtsvliegtuigen,D,N,N,3,,PERU                                    ,PERU                                    ,RUSLAND                                 ,,761163,03/31/2012
03/16/2011,28792468,ML6       ,A10,Delen voor Boxer pantservoertuigen,D,N,V,2,28412215,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,31505,03/31/2012
03/16/2011,28791712,ML1d      ,A10,Vizierkijkers,D,N,N,2,,VS            ,VS            ,ZUID-KOREA                              ,,7402,03/31/2012
03/16/2011,28785127,ML1a      ,A08,"Dubbelloops kogelgeweer, kaliber 9,3x74R",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,14000,04/30/2011
03/17/2011,28779127,ML10d     ,A10,Delen voor Tornado gevechtsvliegtuigen,T,N,N,2,,VK                     ,VK                     ,VK                     ,,417775,03/31/2012
03/17/2011,28783647,ML9a      ,A10,Delen van oorlogsschepen,T,N,N,2,,VK                     ,VK                     ,VK                     ,,378000,03/31/2012
03/17/2011,28784414,ML6       ,A10,Delen voor een M-113 pantservoertuig,D,N,N,2,,SPANJE                                  ,SPANJE                                  ,ONBEKEND                                ,,11276,03/31/2012
03/17/2011,28785941,ML5b      ,B10,Delen van radar- en detectie systemen,D,N,N,2,,CANADA                                  ,CANADA                                  ,VK                     ,,105008,03/31/2012
03/17/2011,28793308,ML2a      ,A10,Delen van Seasparrow lanceerinrichtingen,D,N,N,2,,CANADA                                  ,CANADA                                  ,NEDERLAND                               ,,21000,03/31/2012
03/18/2011,28784325,ML6       ,A10,Wielen voor CV90 pantservoertuig,D,N,N,2,,CANADA                                  ,ZWEDEN                                  ,NEDERLAND                               ,,64000,03/31/2012
03/18/2011,28785968,ML18a     ,B10,Technologie en cameradelen gevechtsvliegtuigen,D,N,N,2,,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,218000,03/31/2012
03/18/2011,28786077,ML11      ,B10,Delen voor militaire communicatiesystemen,D,N,V,2,28417837,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,1821,03/31/2012
03/18/2011,28786182,ML22      ,B10,Technologie voor camera's van gevechtsvliegtuigen,D,N,N,2,,FRANKRIJK                               ,FRANKRIJK                               ,NEDERLAND                               ,,63848,03/31/2012
03/18/2011,28788568,ML3       ,A09,"Patronen, kaliber 9 mm en .22 LR",D,N,N,2,,VK                     ,VK                     ,ONBEKEND                                ,,4300,03/31/2012
03/18/2011,28792638,ML3       ,A09,"Patronen, kaliber .308",D,N,N,2,,VK                     ,VK                     ,ONBEKEND                                ,,6000,03/31/2012
03/21/2011,28786174,ML5b      ,A10,Delen van radar-optische vuurleidingssystemen,D,N,N,2,,THAILAND                                ,THAILAND                                ,ONBEKEND                                ,,41139,03/31/2012
03/21/2011,28795416,ML6       ,B10,Delen van Kodiak geniepantservoertuigen,D,N,N,2,,ZWITSERLAND                             ,ZWITSERLAND                             ,NEDERLAND                               ,,147824,03/31/2012
03/21/2011,28792972,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber .223 Rem",D,N,N,2,,ITALIË                                  ,ITALIË                                  ,DUITSLAND                               ,,1600,03/31/2012
03/22/2011,28787057,ML10b     ,B10,Delen voor NH-90 helikopters,D,N,N,2,,FRANKRIJK                               ,SPANJE                                  ,VS            ,,1556,04/30/2012
03/22/2011,28795475,ML6       ,A10,Wielen voor CV90 pantservoertuig,T,N,N,2,,CANADA                                  ,NEDERLAND                               ,NEDERLAND                               ,,17500,03/31/2012
03/23/2011,28776349,ML6       ,B01,"Militaire vrachtauto's, aanhangers en delen daarvoor",D,N,N,2,,VS            ,CHILI                                   ,NEDERLAND                               ,,571000,03/31/2012
03/23/2011,28781490,ML10a     ,A10,Deel van F-16 gevechtsvliegtuig,T,N,N,2,,ISRAËL                                  ,NEDERLAND                               ,ISRAËL                                  ,,5000,03/31/2012
03/23/2011,28787634,ML6       ,A10,Delen van Boxer pantservoertuigen,D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,500000,03/31/2012
03/23/2011,28787359,ML3       ,A09,"Patronen, diverse kleinkalibers",D,N,N,2,,VS            ,VS            ,DIV                          ,,95,03/31/2012
03/23/2011,28788479,ML10a     ,A10,Deel voor F-16 gevechtsvliegtuig,T,N,N,2,,DENEMARKEN                              ,NEDERLAND                               ,DENEMARKEN                              ,,8000,03/31/2012
03/23/2011,28788487,ML10a     ,A10,Deel voor F-16 gevechtsvliegtuig,T,N,N,2,,DENEMARKEN                              ,NEDERLAND                               ,DENEMARKEN                              ,,52000,03/31/2012
03/23/2011,28788193,ML6       ,A02,YPR pantservoertuigen,D,N,N,2,,VS            ,CHILI                                   ,NEDERLAND                               ,,270000,03/31/2012
03/23/2011,28795157,ML5b      ,A10,Delen van vuurleidingsystemen,D,N,N,2,,ZUID-KOREA                              ,ZUID-KOREA                              ,ONBEKEND                                ,,10178,03/31/2012
03/23/2011,28795351,ML6       ,A10,Kijkers voor CV90 gevechtsvoertuigen,D,N,N,2,,ZWEDEN                                  ,DENEMARKEN                              ,NEDERLAND                               ,,194148,03/31/2012
03/23/2011,28795491,ML10a     ,A10,Delen van radarsystemen voor JSF gevechtsvliegtuigen,D,N,N,2,,VS            ,VS            ,NEDERLAND                               ,,497,03/31/2012
03/23/2011,28796099,ML10a     ,A10,Delen voor JSF gevechtsvliegtuigen,D,N,N,2,,VS            ,VS            ,NEDERLAND                               ,,45371993,03/31/2012
03/23/2011,28796609,ML11      ,B04,Headsets voor militaire communicatiesystemen,D,N,M,2,28577028,DUITSLAND                               ,DUITSLAND                               ,VS            ,,449552,03/31/2012
03/23/2011,28796617,ML10      ,A10,Delen van communicatiesystemen voor gevechtsvliegtuigen,D,N,M,2,28576153,VK                     ,VK                     ,DIV                          ,,7356238,03/31/2012
03/23/2011,28796463,ML5b      ,A10,"Rondzoekradarsysteem, incl. reservedelen",D,N,M,2,28577893,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,2955087,03/31/2012
03/24/2011,28773471,ML1       ,A08,"Enkelloops kogelgeweer en revolver, kaliber .357",D,N,N,2,,SURINAME                                ,SURINAME                                ,ONBEKEND                                ,,350,03/31/2012
03/24/2011,28784627,ML11      ,B10,Delen en toebehoren voor CV90 gevechtsvoertuigen,D,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,NEDERLAND                               ,,701000,03/31/2012
03/24/2011,28792433,ML6       ,A10,Delen van Leopard II tanks,D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,ONBEKEND                                ,,47820,03/31/2012
03/24/2011,28792441,ML6       ,A10,Delen van Leopard II tanks,D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,ONBEKEND                                ,,9690,03/31/2012
03/24/2011,28792549,ML6       ,A10,Delen voor Leopard II tanks,T,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,DUITSLAND                               ,,300000,03/31/2012
03/25/2011,28780826,ML3       ,A09,"Patronen, diverse kleinkalibers",D,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,75,04/30/2011
03/25/2011,28781024,ML3       ,A09,"Patronen, diverse kleinkalibers",D,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,90,04/30/2011
03/25/2011,28784341,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber .30-06",D,N,N,2,,DUITSLAND                               ,DUITSLAND                               ,ONBEKEND                                ,,50,04/30/2011
03/25/2011,28788746,ML1a      ,A08,"Enkelloops kogelgeweer, kaliber 7,5x55 mm",D,N,N,2,,ZWITSERLAND                             ,ZWITSERLAND                             ,ONBEKEND                                ,,300,06/30/2011
03/25/2011,28793065,ML10a     ,A10,Deel voor F-16 gevechtsvliegtuig,D,N,N,2,,VS            ,VS            ,VS            ,,9474,03/31/2012
03/25/2011,28793863,ML6       ,B01,Militaire vrachtwagens,D,N,N,2,,OOSTENRIJK                              ,LUXEMBURG                               ,NEDERLAND                               ,,143950,03/31/2012
03/25/2011,28795254,ML5a      ,A10,Deel van vuurleidingssysteem,T,N,N,2,,ZWEDEN                                  ,ZWEDEN                                  ,NEDERLAND                               ,,4000,03/31/2012
03/25/2011,28798407,ML6       ,A10,Delen van pantservoertuigen en tanks,D,N,V,2,28435452,DUITSLAND                               ,DUITSLAND                               ,VS            ,,120882,03/31/2012
03/25/2011,28798512,ML6       ,A10,Delen van pantservoertuigen,D,N,V,2,28438060,DUITSLAND                               ,DUITSLAND                               ,VS            ,,95370,03/31/2012
03/25/2011,28798725,ML3       ,A09,Munitie kaliber .223,D,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,75,03/31/2012
03/25/2011,28798393,ML1a      ,A10,Geweermagazijnen,T,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,350,03/31/2012
03/25/2011,28798296,ML1a      ,A10,Wisselsets,T,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,2600,03/31/2012
03/25/2011,28798733,ML1a      ,A10,Deel van een geweer (Kast),T,N,N,2,,VS            ,VS            ,ONBEKEND                                ,,1000,03/31/2012
03/25/2011,28798504,ML3       ,A09,"Patronen, diverse kleinkalibers",D,N,N,2,,VK                     ,VK                     ,ONBEKEND                                ,,20000,03/31/2012
03/25/2011,28799233,ML5b      ,A10,"Rondzoekradar, incl. reservedelen ",D,N,V,2,28796463,DUITSLAND                               ,DUITSLAND                               ,NEDERLAND                               ,,2955087,03/31/2012
03/25/2011,28799217,ML11      ,B04,Headsets voor militaire communicatiesystemen,D,N,V,2,28796609,DUITSLAND                               ,DUITSLAND                               ,VS            ,,449552,03/31/2012
03/25/2011,28799225,ML10a     ,A10,Delen van communicatiesystemen voor gevechtsvliegtuigen,D,N,V,2,28796617,VK                     ,VK                     ,DIV                          ,,7356238,03/31/2012
